Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Date Valued
Watoto Fund,3342565094.27,9935410.21,336.4295,336.4295,333.0652,2018-08-09
Watoto Fund,3339954822.68,9931142.86,336.3112,336.3112,332.9481,2018-08-07
Watoto Fund,3344275905.76,9945772.87,336.251,336.251,332.8885,2018-08-06
Watoto Fund,3342434795.56,9945564.55,336.0729,336.0729,332.7122,2018-08-03
Watoto Fund,3341624798.68,9944909.79,336.0136,336.0136,332.6534,2018-08-02
Watoto Fund,3340371715.88,9942936.24,335.9543,335.9543,332.5947,2018-08-01
Watoto Fund,3340013173.81,9941864.44,335.902,335.902,332.543,2018-07-31
Watoto Fund,3338071584.0,9939184.05,335.8497,335.8497,332.4912,2018-07-30
Watoto Fund,3336561257.91,9939344.67,335.6923,335.6923,332.3354,2018-07-27
Watoto Fund,3334920818.07,9936006.65,335.64,335.64,332.2836,2018-07-26
Watoto Fund,3332300731.9,9929748.97,335.5876,335.5876,332.2317,2018-07-25
Watoto Fund,3331302646.06,9928676.02,335.5234,335.5234,332.1681,2018-07-24
Watoto Fund,3330314897.2,9927632.68,335.4591,335.4591,332.1045,2018-07-23
Watoto Fund,3327413498.72,9923204.02,335.3164,335.3164,331.9633,2018-07-20
Watoto Fund,3326581922.65,9922640.05,335.2517,335.2517,331.8992,2018-07-19
Watoto Fund,3325933861.92,9922610.2,335.1874,335.1874,331.8355,2018-07-18
Watoto Fund,3325248756.8,9922469.92,335.1231,335.1231,331.7719,2018-07-17
Watoto Fund,3324470722.35,9922052.41,335.0588,335.0588,331.7082,2018-07-16
Watoto Fund,3324375270.9,9927505.97,334.8651,334.8651,331.5164,2018-07-13
Watoto Fund,3323445748.34,9926878.61,334.7926,334.7926,331.4447,2018-07-12
Watoto Fund,3321724933.79,9926465.57,334.6332,334.6332,331.2869,2018-07-11
Watoto Fund,3320802326.36,9925490.17,334.5731,334.5731,331.2274,2018-07-10
Watoto Fund,3308779360.08,9925190.2,333.3719,333.3719,330.0382,2018-07-09
Watoto Fund,3311655354.44,9939181.0,333.192,333.192,329.8601,2018-07-06
Watoto Fund,3310510377.19,9937529.95,333.1321,333.1321,329.8008,2018-07-05
Watoto Fund,3309336019.29,9935788.33,333.0723,333.0723,329.7416,2018-07-04
Watoto Fund,3307834540.83,9932845.39,333.0198,333.0198,329.6896,2018-07-03
Watoto Fund,3309994073.39,9940899.51,332.9673,332.9673,329.6376,2018-07-02
Watoto Fund,3307863982.38,9940313.33,332.7726,332.7726,329.4449,2018-06-29
Watoto Fund,3306969811.89,9939561.8,332.7078,332.7078,329.3807,2018-06-28
Watoto Fund,3305775813.15,9937909.67,332.643,332.643,329.3165,2018-06-27
Watoto Fund,3304919902.75,9937272.11,332.5782,332.5782,329.2524,2018-06-26
Watoto Fund,3305306569.65,9928110.86,332.924,332.924,329.5948,2018-06-25
Watoto Fund,3303018643.47,9927028.78,332.7298,332.7298,329.4025,2018-06-22
Watoto Fund,3302080905.15,9926141.95,332.6651,332.6651,329.3384,2018-06-21
Watoto Fund,3299003644.08,9918820.85,332.6004,332.6004,329.2744,2018-06-20
Watoto Fund,3295156860.19,9909182.78,332.5357,332.5357,329.2103,2018-06-19
Watoto Fund,3297413248.71,9917936.63,332.4697,332.4697,329.145,2018-06-18
Watoto Fund,3284738913.06,9914029.02,331.3223,331.3223,328.0091,2018-06-13
Watoto Fund,3285454663.55,9918151.35,331.2568,331.2568,327.9442,2018-06-12
Watoto Fund,3284655498.74,9917683.33,331.1918,331.1918,327.8799,2018-06-11
Watoto Fund,3280246895.45,9910190.73,330.9974,330.9974,327.6874,2018-06-08
Watoto Fund,3279157246.3,9908842.49,330.9324,330.9324,327.6231,2018-06-07
Watoto Fund,3274276711.05,9896032.44,330.8676,330.8676,327.5589,2018-06-06
Watoto Fund,3272883509.61,9893764.94,330.8026,330.8026,327.4946,2018-06-05
Watoto Fund,3274836310.49,9901622.56,330.7373,330.7373,327.43,2018-06-04
Watoto Fund,3272777688.44,9901229.12,330.5426,330.5426,327.2371,2018-06-01
Watoto Fund,3266701247.49,9900568.7,329.9509,329.9509,326.6514,2018-05-31
