Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Date Valued
Watoto Fund,"4,248,673,947.32","9,192,055.39",462.2115,462.2115,457.5894,13-08-2021
Jikimu Fund,"17,246,117,062.78","115,503,020.71",149.3131,149.3131,146.3269,13-08-2021
Liquid Fund,"225,630,554,411.11","785,647,258.90",287.1907,287.1907,287.1907,13-08-2021
Bond Fund,"103,441,299,113.90","946,256,742.26",109.3163,109.3163,109.3163,13-08-2021
Umoja Fund,"260,471,532,851.96","348,785,564.98",746.7956,746.7956,739.3277,12/8/2021
Wekeza Maisha Fund,"2,045,909,819.97","3,245,248.48",630.4324,630.4324,617.8238,12/8/2021
Watoto Fund,"4,270,295,920.60","9,241,000.76",462.1032,462.1032,457.4822,12/8/2021
Jikimu Fund,"17,328,407,763.49","116,080,297.89",149.2795,149.2795,146.2939,12/8/2021
Liquid Fund,"225,466,699,822.61","785,339,612.28",287.0945,287.0945,287.0945,12/8/2021
Bond Fund,"103,377,009,379.15","945,971,108.29",109.2814,109.2814,109.2814,12/8/2021
Umoja Fund,"260,422,003,680.49","348,777,845.00",746.6701,746.6701,739.2034,11/8/2021
Wekeza Maisha Fund,"2,039,700,460.88","3,236,417.37",630.2341,630.2341,617.6294,11/8/2021
Watoto Fund,"4,268,150,480.03","9,239,680.23",461.937,461.937,457.3177,11/8/2021
Jikimu Fund,"17,324,553,818.00","116,080,297.89",149.2463,149.2463,146.2614,11/8/2021
Liquid Fund,"224,792,518,637.53","783,263,616.05",286.9947,286.9947,286.9947,11/8/2021
Bond Fund,"102,836,553,669.59","941,373,287.98",109.241,109.241,109.241,11/8/2021
Umoja Fund,"260,378,843,756.92","348,773,892.63",746.5549,746.5549,739.0893,10/8/2021
Wekeza Maisha Fund,"2,029,543,164.71","3,221,006.87",630.0959,630.0959,617.494,10/8/2021
Watoto Fund,"4,263,903,758.32","9,232,989.08",461.8118,461.8118,457.1937,10/8/2021
Jikimu Fund,"17,320,171,619.60","116,076,745.78",149.2131,149.2131,146.2288,10/8/2021
Liquid Fund,"216,386,546,621.49","754,213,977.21",286.9034,286.9034,286.9034,10/8/2021
Bond Fund,"102,083,334,868.20","934,792,197.33",109.2043,109.2043,109.2043,10/8/2021
Bond Fund,"109,874,364,504.88","1,004,759,201.19",109.3539,109.3539,109.3539,10/8/2021
Umoja Fund,"260,332,244,712.97","348,763,002.06",746.4446,746.4446,738.9801,9/8/2021
Wekeza Maisha Fund,"2,028,850,172.82","3,220,617.96",629.9568,629.9568,617.3577,9/8/2021
Watoto Fund,"4,261,223,634.01","9,229,690.31",461.6865,461.6865,457.0697,9/8/2021
Jikimu Fund,"17,313,919,716.94","116,058,777.83",149.1823,149.1823,146.1987,9/8/2021
Liquid Fund,"215,364,980,528.48","750,898,481.97",286.8097,286.8097,286.8097,9/8/2021
Bond Fund,"101,688,149,795.86","931,480,105.35",109.1684,109.1684,109.1684,9/8/2021
Umoja Fund,"260,200,659,547.24","348,748,988.83",746.0972,746.0972,738.6363,6/8/2021
Wekeza Maisha Fund,"2,026,392,820.98","3,218,770.23",629.555,629.555,616.9639,6/8/2021
Watoto Fund,"4,255,489,388.11","9,224,784.59",461.3104,461.3104,456.6973,6/8/2021
Jikimu Fund,"17,298,612,456.16","116,033,722.70",149.0826,149.0826,146.101,6/8/2021
Liquid Fund,"206,064,347,015.86","719,165,874.77",286.5324,286.5324,286.5324,6/8/2021
Bond Fund,"100,792,641,459.85","924,193,048.95",109.0602,109.0602,109.0602,6/8/2021
Umoja Fund,"260,191,700,431.22","348,790,897.24",745.9819,745.9819,738.5221,5/8/2021
Wekeza Maisha Fund,"2,026,327,415.13","3,219,378.50",629.4157,629.4157,616.8274,5/8/2021
Watoto Fund,"4,258,688,282.95","9,234,234.11",461.1848,461.1848,456.5729,5/8/2021
Jikimu Fund,"17,298,984,911.41","116,063,494.04",149.0476,149.0476,146.0666,5/8/2021
Liquid Fund,"203,886,846,339.80","711,805,318.79",286.4363,286.4363,286.4363,5/8/2021
Bond Fund,"100,512,730,072.11","921,934,567.03",109.0237,109.0237,109.0237,5/8/2021
Umoja Fund,"260,230,884,941.59","348,781,136.42",746.1151,746.1151,738.654,4/8/2021
Wekeza Maisha Fund,"1,998,813,424.74","3,176,156.08",629.3184,629.3184,616.732,4/8/2021
Watoto Fund,"4,250,637,833.12","9,218,353.19",461.106,461.106,456.4949,4/8/2021
Jikimu Fund,"17,290,147,346.42","116,014,377.90",149.0345,149.0345,146.0538,4/8/2021
Liquid Fund,"204,038,356,815.18","712,576,202.54",286.339,286.339,286.339,4/8/2021
Bond Fund,"100,287,847,952.70","920,179,340.85",108.9873,108.9873,108.9873,4/8/2021
Umoja Fund,"260,168,202,568.11","348,751,121.52",745.9996,745.9996,738.5396,3/8/2021
Wekeza Maisha Fund,"1,946,026,097.00","3,092,950.34",629.1812,629.1812,616.5975,3/8/2021
Watoto Fund,"4,241,048,443.09","9,200,054.66",460.9808,460.9808,456.371,3/8/2021
Jikimu Fund,"17,283,988,069.00","115,998,886.84",149.0013,149.0013,146.0213,3/8/2021
Liquid Fund,"210,404,048,380.79","735,068,835.16",286.2372,286.2372,286.2372,3/8/2021
Bond Fund,"99,489,035,196.91","913,151,394.31",108.9513,108.9513,108.9513,3/8/2021
Umoja Fund,"260,098,068,600.93","348,701,598.69",745.9044,745.9044,738.4454,2/8/2021
Wekeza Maisha Fund,"1,942,135,954.45","3,087,466.14",629.0388,629.0388,616.458,2/8/2021
Watoto Fund,"4,233,988,796.63","9,187,240.61",460.8553,460.8553,456.2468,2/8/2021
Jikimu Fund,"17,270,376,000.56","115,933,369.45",148.9681,148.9681,145.9888,2/8/2021
Liquid Fund,"209,568,055,920.18","732,361,545.14",286.1538,286.1538,286.1538,2/8/2021
Bond Fund,"98,613,869,375.55","905,388,907.53",108.9188,108.9188,108.9188,2/8/2021
Umoja Fund,"260,132,659,639.19","348,919,277.84",745.5382,745.5382,738.0828,30-07-2021
Wekeza Maisha Fund,"1,939,248,898.05","3,087,125.75",628.173,628.173,615.6095,30-07-2021
Watoto Fund,"4,223,893,693.63","9,172,767.56",460.4819,460.4819,455.8771,30-07-2021
Jikimu Fund,"17,285,412,334.49","116,112,026.32",148.8684,148.8684,145.891,30-07-2021
Liquid Fund,"210,495,220,036.56","736,348,575.73",285.8636,285.8636,285.8636,30-07-2021
Bond Fund,"99,521,640,563.48","906,350,185.52",109.8048,109.8048,109.8048,30-07-2021
Umoja Fund,"260,103,395,160.95","348,931,986.15",745.4272,745.4272,737.9729,29-07-2021
Wekeza Maisha Fund,"1,936,848,972.03","3,085,039.17",627.8199,627.8199,615.2635,29-07-2021
Watoto Fund,"4,221,025,568.38","9,169,042.18",460.3562,460.3562,455.7527,29-07-2021
Jikimu Fund,"17,230,663,828.48","115,769,990.52",148.8353,148.8353,145.8586,29-07-2021
Liquid Fund,"209,915,060,622.24","734,562,685.44",285.7688,285.7688,285.7688,29-07-2021
Bond Fund,"99,358,514,290.60","905,167,357.36",109.7681,109.7681,109.7681,29-07-2021
Umoja Fund,"260,147,974,179.63","348,928,308.35",745.5628,745.5628,738.1072,28-07-2021
Wekeza Maisha Fund,"1,931,955,082.94","3,078,973.51",627.4673,627.4673,614.9179,28-07-2021
Watoto Fund,"4,212,793,762.31","9,158,602.65",459.9822,459.9822,455.3823,28-07-2021
Jikimu Fund,"17,224,890,152.44","115,738,745.90",148.8256,148.8256,145.8491,28-07-2021
Liquid Fund,"210,369,078,653.33","736,412,806.15",285.6673,285.6673,285.6673,28-07-2021
Bond Fund,"99,096,060,580.38","903,122,764.46",109.726,109.726,109.726,28-07-2021
Umoja Fund,"260,093,372,019.97","348,908,168.88",745.4494,745.4494,737.9949,27-07-2021
Wekeza Maisha Fund,"1,929,083,793.26","3,076,129.69",627.1139,627.1139,614.5717,27-07-2021
Watoto Fund,"4,211,344,868.16","9,158,043.52",459.852,459.852,455.2535,27-07-2021
Jikimu Fund,"17,222,306,646.45","115,747,130.90",148.7925,148.7925,145.8167,27-07-2021
Liquid Fund,"209,290,536,707.14","732,878,300.61",285.5734,285.5734,285.5734,27-07-2021
Bond Fund,"98,718,766,806.06","899,986,310.21",109.6892,109.6892,109.6892,27-07-2021
Umoja Fund,"259,588,197,065.24","348,949,788.43",743.9128,743.9128,736.4736,26-07-2021
Wekeza Maisha Fund,"1,914,365,704.01","3,054,382.49",626.7603,626.7603,614.2251,26-07-2021
Watoto Fund,"4,266,672,359.44","9,311,515.12",458.2146,458.2146,453.6325,26-07-2021
Jikimu Fund,"17,183,828,783.84","115,791,272.78",148.4035,148.4035,145.4354,26-07-2021
Liquid Fund,"209,376,842,339.13","733,425,148.20",285.4781,285.4781,285.4781,26-07-2021
Bond Fund,"98,859,563,669.09","901,577,504.83",109.6518,109.6518,109.6518,26-07-2021
Umoja Fund,"259,012,412,580.68","348,943,985.19",742.275,742.275,734.8523,23-07-2021
Wekeza Maisha Fund,"1,905,489,149.11","3,045,402.67",625.6937,625.6937,613.1798,23-07-2021
Watoto Fund,"4,259,329,590.37","9,302,688.14",457.8601,457.8601,453.2815,23-07-2021
Jikimu Fund,"17,171,244,129.54","115,783,855.42",148.3043,148.3043,145.3382,23-07-2021
Liquid Fund,"208,156,981,705.83","731,609,432.61",284.5193,284.5193,284.5193,23-07-2021
Bond Fund,"98,640,783,907.18","900,490,983.88",109.5411,109.5411,109.5411,23-07-2021
Umoja Fund,"258,968,072,927.52","348,934,824.09",742.1675,742.1675,734.7458,22-07-2021
Wekeza Maisha Fund,"1,884,167,938.47","3,013,038.84",625.3381,625.3381,612.8313,22-07-2021
Watoto Fund,"4,257,817,677.42","9,301,464.79",457.7578,457.7578,453.1802,22-07-2021
Jikimu Fund,"17,156,373,730.64","115,708,588.49",148.2723,148.2723,145.3068,22-07-2021
Liquid Fund,"208,113,817,038.28","731,704,272.85",284.4234,284.4234,284.4234,22-07-2021
Bond Fund,"98,321,428,329.27","897,878,152.39",109.5042,109.5042,109.5042,22-07-2021
Umoja Fund,"258,934,646,500.77","348,998,879.90",741.9355,741.9355,734.5161,20-07-2021
Wekeza Maisha Fund,"1,880,420,696.18","3,010,513.14",624.618,624.618,612.1256,20-07-2021
Watoto Fund,"4,272,782,010.91","9,340,064.86",457.4681,457.4681,452.8934,20-07-2021
Jikimu Fund,"17,164,680,600.10","115,815,470.01",148.2071,148.2071,145.243,20-07-2021
Liquid Fund,"208,046,383,287.96","731,967,833.57",284.2289,284.2289,284.2289,20-07-2021
Bond Fund,"97,893,052,177.76","894,573,530.09",109.4299,109.4299,109.4299,20-07-2021
Umoja Fund,"258,255,605,920.45","348,984,848.85",740.0195,740.0195,732.6193,19-07-2021
Wekeza Maisha Fund,"1,868,274,587.30","2,992,792.90",624.2579,624.2579,611.7727,19-07-2021
Watoto Fund,"4,259,843,684.99","9,323,927.87",456.8722,456.8722,452.3035,19-07-2021
Jikimu Fund,"17,532,949,737.25","119,743,787.90",146.4205,146.4205,143.4921,19-07-2021
Liquid Fund,"207,116,677,379.40","728,945,016.79",284.1321,284.1321,284.1321,19-07-2021
Bond Fund,"97,211,004,633.99","888,641,638.25",109.3928,109.3928,109.3928,19-07-2021
Umoja Fund,"258,121,462,864.02","348,968,893.02",739.669,739.669,732.2723,16-07-2021
Wekeza Maisha Fund,"1,864,671,883.31","2,992,226.19",623.1721,623.1721,610.7087,16-07-2021
Watoto Fund,"4,245,648,266.73","9,300,621.60",456.4908,456.4908,451.9259,16-07-2021
Jikimu Fund,"17,496,406,020.03","119,581,395.10",146.3138,146.3138,143.3875,16-07-2021
Liquid Fund,"206,389,496,883.38","727,125,932.92",283.8428,283.8428,283.8428,16-07-2021
Bond Fund,"96,783,850,957.63","885,641,596.40",109.2811,109.2811,109.2811,16-07-2021
Umoja Fund,"258,091,198,621.05","348,964,867.77",739.5908,739.5908,732.1949,15-07-2021
Wekeza Maisha Fund,"1,862,938,682.10","2,991,182.35",622.8101,622.8101,610.3539,15-07-2021
Watoto Fund,"4,242,602,249.20","9,296,545.05",456.3633,456.3633,451.7997,15-07-2021
Jikimu Fund,"17,492,612,704.76","119,578,244.46",146.2859,146.2859,143.3602,15-07-2021
Liquid Fund,"205,926,940,190.11","725,734,166.46",283.7498,283.7498,283.7498,15-07-2021
Bond Fund,"96,190,039,728.90","880,501,369.33",109.2446,109.2446,109.2446,15-07-2021
Umoja Fund,"258,035,689,700.95","348,957,016.14",739.4483,739.4483,732.0539,14-07-2021
Wekeza Maisha Fund,"1,860,805,443.19","2,989,495.46",622.448,622.448,609.999,14-07-2021
Watoto Fund,"4,243,029,304.48","9,299,705.77",456.2541,456.2541,451.6916,14-07-2021
Jikimu Fund,"17,473,341,857.49","119,571,401.38",146.1331,146.1331,143.2105,14-07-2021
Liquid Fund,"196,864,839,667.58","694,022,122.72",283.6579,283.6579,283.6579,14-07-2021
Bond Fund,"95,887,646,944.82","878,028,318.77",109.2079,109.2079,109.2079,14-07-2021
Umoja Fund,"257,992,892,080.40","348,954,861.80",739.3303,739.3303,731.937,13-07-2021
Wekeza Maisha Fund,"1,847,212,506.84","2,969,375.40",622.0879,622.0879,609.6461,13-07-2021
Watoto Fund,"4,240,147,835.89","9,295,989.70",456.1266,456.1266,451.5653,13-07-2021
Jikimu Fund,"17,468,491,868.55","119,568,280.15",146.0964,146.0964,143.1744,13-07-2021
Liquid Fund,"195,522,886,067.98","689,524,405.15",283.562,283.562,283.562,13-07-2021
Bond Fund,"95,605,258,425.48","875,737,504.17",109.1711,109.1711,109.1711,13-07-2021
Umoja Fund,"257,983,461,695.12","349,004,388.70",739.1983,739.1983,731.8063,12/7/2021
Wekeza Maisha Fund,"1,845,798,268.42","2,969,018.14",621.6864,621.6864,609.2527,12/7/2021
Watoto Fund,"4,233,850,179.37","9,285,607.57",455.9583,455.9583,451.3988,12/7/2021
Jikimu Fund,"17,587,639,564.13","120,422,253.02",146.0497,146.0497,143.1288,12/7/2021
Liquid Fund,"195,226,189,860.54","688,712,339.17",283.4655,283.4655,283.4655,12/7/2021
Bond Fund,"95,469,846,022.22","874,795,367.10",109.1339,109.1339,109.1339,12/7/2021
Umoja Fund,"257,764,808,963.74","348,994,181.83",738.5934,738.5934,731.2075,9/7/2021
Wekeza Maisha Fund,"1,842,066,973.42","2,968,228.53",620.5947,620.5947,608.1828,9/7/2021
Watoto Fund,"4,227,724,996.70","9,282,482.08",455.452,455.452,450.8975,9/7/2021
Jikimu Fund,"17,569,998,297.26","120,410,154.68",145.9179,145.9179,142.9996,9/7/2021
Liquid Fund,"194,261,162,285.50","686,031,093.46",283.1667,283.1667,283.1667,9/7/2021
Bond Fund,"95,031,370,875.34","871,674,041.31",109.0217,109.0217,109.0217,9/7/2021
Umoja Fund,"257,727,256,335.33","348,989,962.03",738.4948,738.4948,731.1098,8/7/2021
Wekeza Maisha Fund,"1,840,219,465.48","2,966,995.12",620.23,620.23,607.8254,8/7/2021
Watoto Fund,"4,226,021,938.57","9,281,230.24",455.3299,455.3299,450.7766,8/7/2021
Jikimu Fund,"17,562,391,284.00","120,388,146.39",145.8814,145.8814,142.9638,8/7/2021
Liquid Fund,"193,382,317,222.40","683,162,584.46",283.0692,283.0692,283.0692,8/7/2021
Bond Fund,"94,465,566,286.00","866,769,487.25",108.9858,108.9858,108.9858,8/7/2021
Umoja Fund,"257,722,409,768.61","348,968,484.97",738.5263,738.5263,731.1411,6/7/2021
Wekeza Maisha Fund,"1,831,934,731.11","2,957,106.15",619.5025,619.5025,607.1125,6/7/2021
Watoto Fund,"4,222,937,826.02","9,278,021.87",455.155,455.155,450.6034,6/7/2021
Jikimu Fund,"17,551,417,037.03","120,354,490.60",145.831,145.831,142.9144,6/7/2021
Liquid Fund,"193,677,954,135.86","684,675,422.96",282.8756,282.8756,282.8756,6/7/2021
Bond Fund,"94,274,002,729.39","865,610,386.35",108.9104,108.9104,108.9104,6/7/2021
Umoja Fund,"257,660,892,533.10","348,937,723.81",738.4151,738.4151,731.031,5/7/2021
Wekeza Maisha Fund,"1,816,782,670.94","2,934,380.95",619.1366,619.1366,606.7539,5/7/2021
Watoto Fund,"4,219,571,446.45","9,273,149.67",455.0311,455.0311,450.4808,5/7/2021
Jikimu Fund,"17,532,551,923.73","120,253,665.07",145.7964,145.7964,142.8805,5/7/2021
Liquid Fund,"223,504,687,313.74","791,479,401.07",282.3885,282.3885,282.3885,5/7/2021
Bond Fund,"93,751,537,799.74","861,140,694.41",108.869,108.869,108.869,5/7/2021
Umoja Fund,"257,499,484,281.63","348,923,096.84",737.9835,737.9835,730.6036,2/7/2021
Wekeza Maisha Fund,"1,809,529,636.39","2,927,876.97",618.0347,618.0347,605.674,2/7/2021
Watoto Fund,"4,208,838,475.17","9,257,162.63",454.6575,454.6575,450.1109,2/7/2021
Jikimu Fund,"17,509,297,105.22","120,186,513.40",145.6844,145.6844,142.7707,2/7/2021
Liquid Fund,"222,993,945,404.92","790,437,592.47",282.1145,282.1145,282.1145,2/7/2021
Bond Fund,"93,440,429,902.73","859,136,614.26",108.7609,108.7609,108.7609,2/7/2021
Umoja Fund,"257,808,978,307.85","348,926,604.35",738.8631,738.8631,731.4744,1/7/2021
Wekeza Maisha Fund,"1,808,121,722.07","2,927,342.48",617.6666,617.6666,605.3133,1/7/2021
Watoto Fund,"4,209,906,979.25","9,253,954.27",454.9306,454.9306,450.3813,1/7/2021
Jikimu Fund,"17,508,426,770.40","120,151,380.27",145.7197,145.7197,142.8053,1/7/2021
Liquid Fund,"222,531,009,427.93","789,054,283.79",282.0224,282.0224,282.0224,1/7/2021
Bond Fund,"93,858,205,691.93","863,266,582.56",108.7245,108.7245,108.7245,1/7/2021
Umoja Fund,"258,330,517,227.22","349,094,392.20",740.0019,740.0019,732.6019,30-06-2021
Wekeza Maisha Fund,"1,815,063,483.10","2,940,387.47",617.2872,617.2872,604.9414,30-06-2021
Watoto Fund,"4,216,966,822.37","9,264,421.90",455.1786,455.1786,450.6268,30-06-2021
Jikimu Fund,"17,888,995,255.78","120,241,994.01",148.7749,148.7749,145.7994,30-06-2021
Liquid Fund,"215,854,500,690.56","765,627,975.17",281.9313,281.9313,281.9313,30-06-2021
Bond Fund,"94,481,972,884.56","861,357,390.16",109.6896,109.6896,109.6896,30-06-2021
Umoja Fund,"258,281,844,230.97","349,087,122.23",739.8779,739.8779,732.4791,29-06-2021
Wekeza Maisha Fund,"1,809,441,368.22","2,939,740.65",615.5105,615.5105,603.2003,29-06-2021
Watoto Fund,"4,215,509,756.78","9,263,279.71",455.0775,455.0775,450.5267,29-06-2021
Jikimu Fund,"17,880,148,806.54","120,211,770.90",148.7388,148.7388,145.764,29-06-2021
Liquid Fund,"216,646,765,002.68","769,891,194.66",281.3992,281.3992,281.3992,29-06-2021
Bond Fund,"94,061,804,455.03","860,619,319.37",109.2955,109.2955,109.2955,29-06-2021
Umoja Fund,"258,070,667,943.98","349,075,778.10",739.297,739.297,731.904,28-06-2021
Wekeza Maisha Fund,"1,807,096,322.96","2,937,708.59",615.138,615.138,602.8353,28-06-2021
Watoto Fund,"4,216,987,229.58","9,254,534.29",455.6671,455.6671,451.1105,28-06-2021
Jikimu Fund,"17,856,743,206.55","120,175,967.27",148.5883,148.5883,145.6165,28-06-2021
Liquid Fund,"216,643,680,338.61","770,137,012.96",281.3054,281.3054,281.3054,28-06-2021
Bond Fund,"93,698,282,460.69","857,571,394.57",109.26,109.26,109.26,28-06-2021
Umoja Fund,"257,568,982,560.81","349,066,431.54",737.8796,737.8796,730.5008,25-06-2021
Wekeza Maisha Fund,"1,800,358,645.04","2,932,088.11",614.0193,614.0193,601.7389,25-06-2021
Watoto Fund,"4,213,436,044.63","9,252,898.98",455.3639,455.3639,450.8102,25-06-2021
Jikimu Fund,"17,843,246,641.64","120,173,145.33",148.4795,148.4795,145.5099,25-06-2021
Liquid Fund,"199,427,200,212.12","709,581,108.84",281.0492,281.0492,281.0492,25-06-2021
Bond Fund,"92,983,423,952.42","854,332,752.91",108.8375,108.8375,108.8375,25-06-2021
Umoja Fund,"257,544,716,791.88","349,062,408.43",737.8185,737.8185,730.4404,24-06-2021
Wekeza Maisha Fund,"1,799,063,190.21","2,931,762.19",613.6457,613.6457,601.3728,24-06-2021
Watoto Fund,"4,211,782,457.86","9,251,339.33",455.2619,455.2619,450.7093,24-06-2021
Jikimu Fund,"17,837,362,109.82","120,162,869.51",148.4432,148.4432,145.4743,24-06-2021
Liquid Fund,"199,378,529,332.48","709,642,327.16",280.9564,280.9564,280.9564,24-06-2021
Bond Fund,"92,665,433,431.69","851,702,381.95",108.8003,108.8003,108.8003,24-06-2021
Umoja Fund,"257,868,397,552.68","349,551,497.53",737.7122,737.7122,730.3351,23-06-2021
Wekeza Maisha Fund,"1,798,933,171.60","2,933,327.32",613.2739,613.2739,601.0085,23-06-2021
Watoto Fund,"4,221,239,512.80","9,274,221.75",455.1584,455.1584,450.6068,23-06-2021
Jikimu Fund,"17,845,370,622.13","120,246,459.32",148.4066,148.4066,145.4385,23-06-2021
Liquid Fund,"201,004,027,328.04","715,662,103.48",280.8644,280.8644,280.8644,23-06-2021
Bond Fund,"92,540,767,986.35","850,831,154.36",108.7651,108.7651,108.7651,23-06-2021
Umoja Fund,"257,325,085,614.27","349,544,004.71",736.1736,736.1736,728.8119,22-06-2021
Wekeza Maisha Fund,"1,794,331,010.37","2,927,521.75",612.9181,612.9181,600.6597,22-06-2021
Watoto Fund,"4,206,780,467.83","9,271,753.21",453.7201,453.7201,449.1829,22-06-2021
Jikimu Fund,"17,805,944,248.58","120,287,802.07",148.0278,148.0278,145.0673,22-06-2021
Liquid Fund,"198,933,195,118.77","708,527,974.50",280.7697,280.7697,280.7697,22-06-2021
Bond Fund,"92,256,760,004.94","848,505,811.51",108.7285,108.7285,108.7285,22-06-2021
Umoja Fund,"257,274,880,473.27","349,536,787.08",736.0452,736.0452,736.0452,21-06-2021
Wekeza Maisha Fund,"1,792,851,458.74","2,926,811.62",612.5613,612.5613,600.31,21-06-2021
Watoto Fund,"4,199,607,063.61","9,258,008.19",453.6189,453.6189,449.0827,21-06-2021
Jikimu Fund,"17,799,462,016.50","120,273,409.37",147.9917,147.9917,145.0318,21-06-2021
Liquid Fund,"197,784,832,706.99","704,670,053.48",280.6772,280.6772,280.6772,21-06-2021
Bond Fund,"92,055,693,260.31","846,942,691.75",108.6918,108.6918,108.6918,21-06-2021
Umoja Fund,"257,143,453,949.24","349,528,078.48",735.6875,735.6875,728.3307,18-06-2021
Wekeza Maisha Fund,"1,789,507,197.76","2,926,354.68",611.5141,611.5141,599.2838,18-06-2021
Watoto Fund,"4,185,659,743.48","9,233,116.81",453.3312,453.3312,448.7979,18-06-2021
Jikimu Fund,"17,785,633,861.62","120,269,216.82",147.8818,147.8818,144.9242,18-06-2021
Liquid Fund,"197,177,746,069.76","703,203,555.93",280.3992,280.3992,280.3992,18-06-2021
Bond Fund,"91,804,872,288.40","845,495,833.59",108.5811,108.5811,108.5811,18-06-2021
Umoja Fund,"257,084,579,968.08","349,507,959.05",735.5614,735.5614,728.2058,17-06-2021
Wekeza Maisha Fund,"1,784,269,534.61","2,919,531.47",611.1493,611.1493,598.9263,17-06-2021
Watoto Fund,"4,183,526,873.66","9,230,434.19",453.2319,453.2319,448.6995,17-06-2021
Jikimu Fund,"17,781,249,083.12","120,268,971.19",147.8457,147.8457,144.8888,17-06-2021
Liquid Fund,"196,842,408,510.09","703,659,837.49",279.7409,279.7409,279.7409,17-06-2021
Bond Fund,"91,227,525,776.32","840,478,311.37",108.5424,108.5424,108.5424,17-06-2021
Umoja Fund,"257,483,900,614.20","349,687,857.73",736.325,736.325,728.9617,16-06-2021
Wekeza Maisha Fund,"1,785,500,766.13","2,923,423.64",610.7568,610.7568,598.5416,16-06-2021
Watoto Fund,"4,185,654,915.44","9,214,903.05",454.2267,454.2267,449.6844,16-06-2021
Jikimu Fund,"17,830,013,540.20","120,359,466.44",148.1397,148.1397,145.1769,16-06-2021
Liquid Fund,"196,010,222,921.55","700,917,513.25",279.6481,279.6481,279.6481,16-06-2021
Bond Fund,"90,865,116,238.02","837,417,462.86",108.5064,108.5064,108.5064,16-06-2021
Umoja Fund,"257,442,599,180.16","349,687,049.53",736.2086,736.2086,728.8465,15-06-2021
Wekeza Maisha Fund,"1,784,160,079.37","2,923,295.84",610.3248,610.3248,598.1183,15-06-2021
Watoto Fund,"4,183,770,391.83","9,212,701.04",454.1307,454.1307,449.5894,15-06-2021
Jikimu Fund,"17,825,667,095.63","120,359,466.44",148.1036,148.1036,145.1415,15-06-2021
Liquid Fund,"195,847,983,960.91","700,570,861.11",279.5549,279.5549,279.5549,15-06-2021
Bond Fund,"90,800,646,059.27","837,098,623.01",108.4707,108.4707,108.4707,15-06-2021
Umoja Fund,"257,393,847,253.87","349,670,438.48",736.1041,736.1041,728.7431,14-06-2021
Wekeza Maisha Fund,"1,775,069,027.18","2,910,098.44",609.9687,609.9687,597.7693,14-06-2021
Watoto Fund,"4,178,765,430.91","9,203,626.84",454.0346,454.0346,449.4943,14-06-2021
Jikimu Fund,"17,823,872,705.51","120,376,757.91",148.0674,148.0674,145.106,14-06-2021
Liquid Fund,"195,269,042,748.55","698,732,736.21",279.4617,279.4617,279.4617,14-06-2021
Bond Fund,"89,465,092,689.95","825,054,999.54",108.4353,108.4353,108.4353,14-06-2021
Umoja Fund,"257,272,370,092.64","349,671,116.34",735.7553,735.7553,728.3977,11/6/2021
Wekeza Maisha Fund,"1,771,683,752.94","2,909,671.44",608.8948,608.8948,596.7169,11/6/2021
Watoto Fund,"4,176,516,373.47","9,204,516.65",453.7464,453.7464,449.2089,11/6/2021
Jikimu Fund,"17,817,318,511.57","120,420,675.48",147.959,147.959,144.9998,11/6/2021
Liquid Fund,"193,337,795,117.73","692,513,953.91",279.1825,279.1825,279.1825,11/6/2021
Bond Fund,"88,873,574,104.37","820,413,667.02",108.3278,108.3278,108.3278,11/6/2021
Umoja Fund,"257,228,486,827.96","349,653,158.85",735.6676,735.6676,728.3109,10/6/2021
Wekeza Maisha Fund,"1,772,245,509.11","2,912,309.77",608.5361,608.5361,596.3653,10/6/2021
Watoto Fund,"4,165,428,804.38","9,182,020.22",453.6506,453.6506,449.1141,10/6/2021
Jikimu Fund,"17,791,509,061.24","120,275,597.24",147.9228,147.9228,144.9644,10/6/2021
Liquid Fund,"192,771,682,241.45","690,718,283.76",279.0887,279.0887,279.0887,10/6/2021
Bond Fund,"88,641,043,113.43","818,539,643.84",108.2917,108.2917,108.2917,10/6/2021
Umoja Fund,"257,327,491,747.37","349,829,682.41",735.5794,735.5794,728.2236,9/6/2021
Wekeza Maisha Fund,"1,787,146,730.29","2,938,542.47",608.1745,608.1745,596.0111,9/6/2021
Watoto Fund,"4,167,045,530.19","9,187,531.89",453.5544,453.5544,449.0189,9/6/2021
Jikimu Fund,"17,833,691,338.28","120,590,798.19",147.886,147.886,144.9283,9/6/2021
Liquid Fund,"192,342,088,547.67","689,411,809.43",278.9945,278.9945,278.9945,9/6/2021
Bond Fund,"88,686,890,138.29","819,237,468.66",108.2554,108.2554,108.2554,9/6/2021
Umoja Fund,"257,285,167,035.48","349,813,839.66",735.4917,735.4917,728.1368,8/6/2021
Wekeza Maisha Fund,"1,785,966,188.87","2,937,489.60",607.9906,607.9906,595.8308,8/6/2021
Watoto Fund,"4,166,135,571.69","9,188,501.76",453.4075,453.4075,448.8734,8/6/2021
Jikimu Fund,"17,826,978,417.58","120,574,800.41",147.85,147.85,144.893,8/6/2021
Liquid Fund,"191,285,234,235.39","685,855,528.60",278.9002,278.9002,278.9002,8/6/2021
Bond Fund,"88,413,794,932.30","816,981,117.22",108.2201,108.2201,108.2201,8/6/2021
