Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Date Valued
Liquid Fund,"55,920,369,872.84","253,746,881.59",220.3786,220.3786,220.3786,6/10/2019
Umoja Fund,"215,846,348,200.33","366,266,436.73",589.3151,589.3151,583.422,3/10/2019
Wekeza Maisha Fund,"1,144,605,066.19","2,753,425.09",415.7023,415.7023,407.3882,3/10/2019
Watoto Fund,"3,202,564,961.32","9,261,659.41",345.7874,345.7874,342.3295,3/10/2019
Jikimu Fund,"19,744,814,475.86","156,634,974.84",126.0562,126.0562,123.5351,3/10/2019
Liquid Fund,"55,781,566,618.01","253,407,995.97",220.1255,220.1255,220.1255,3/10/2019
Umoja Fund,"215,805,870,756.96","366,265,524.48",589.2061,589.2061,583.314,2/10/2019
Wekeza Maisha Fund,"1,143,486,788.83","2,751,493.59",415.5877,415.5877,407.2759,2/10/2019
Watoto Fund,"3,201,383,919.96","9,260,269.27",345.7118,345.7118,342.2546,2/10/2019
Jikimu Fund,"19,709,630,630.56","156,630,187.35",125.8355,125.8355,123.3187,2/10/2019
Liquid Fund,"55,602,193,379.99","252,687,140.37",220.0436,220.0436,220.0436,2/10/2019
Umoja Fund,"217,305,469,451.16","366,281,775.89",593.274,593.274,587.3413,1/10/2019
Wekeza Maisha Fund,"1,143,017,317.64","2,751,132.35",415.4716,415.4716,407.1622,1/10/2019
Watoto Fund,"3,220,884,797.69","9,259,694.17",347.8392,347.8392,344.3608,1/10/2019
Jikimu Fund,"19,758,704,102.29","156,613,304.05",126.1624,126.1624,123.6391,1/10/2019
Liquid Fund,"53,600,601,718.42","243,676,696.32",219.9661,219.9661,219.9661,1/10/2019
Umoja Fund,"217,536,780,704.58","366,741,880.50",593.1605,593.1605,587.2289,30-09-2019
Wekeza Maisha Fund,"1,161,381,991.64","2,796,107.17",415.3568,415.3568,407.0496,30-09-2019
Watoto Fund,"3,222,922,436.51","9,267,559.93",347.7639,347.7639,344.2862,30-09-2019
Jikimu Fund,"19,804,239,834.04","157,019,267.80",126.1262,126.1262,123.6037,30-09-2019
Liquid Fund,"52,721,382,439.22","239,770,672.44",219.8825,219.8825,219.8825,30-09-2019
Umoja Fund,"217,492,069,533.38","366,732,843.09",593.0532,593.0532,587.1226,29-09-2019
Wekeza Maisha Fund,"1,160,632,665.97","2,795,152.53",415.2305,415.2305,406.9259,29-09-2019
Watoto Fund,"3,221,460,645.85","9,265,362.84",347.6886,347.6886,344.2117,29-09-2019
Jikimu Fund,"20,268,425,006.36","157,009,771.45",129.0902,129.0902,126.5084,29-09-2019
Liquid Fund,"51,390,516,617.00","233,796,719.66",219.8085,219.8085,219.8085,29-09-2019
Umoja Fund,"217,641,496,428.34","366,727,874.76",593.4686,593.4686,587.534,26-09-2019
Wekeza Maisha Fund,"1,159,360,093.25","2,794,381.23",414.8897,414.8897,406.5919,26-09-2019
Watoto Fund,"3,227,562,462.02","9,265,173.55",348.3542,348.3542,344.8707,26-09-2019
Jikimu Fund,"20,280,171,376.74","156,999,124.74",129.1738,129.1738,126.5903,26-09-2019
Liquid Fund,"50,635,360,018.61","230,636,001.62",219.5466,219.5466,219.5466,26-09-2019
Umoja Fund,"217,601,649,409.18","366,725,987.16",593.363,593.363,587.4294,25-09-2019
Wekeza Maisha Fund,"1,159,042,584.96","2,794,381.23",414.7761,414.7761,406.4806,25-09-2019
Watoto Fund,"3,226,536,088.51","9,264,230.50",348.2789,348.2789,344.7961,25-09-2019
Jikimu Fund,"20,273,795,291.08","156,997,834.09",129.1342,129.1342,126.5516,25-09-2019
Liquid Fund,"50,182,120,399.67","228,658,449.12",219.4632,219.4632,219.4632,25-09-2019
Umoja Fund,"217,857,625,957.46","367,222,574.49",593.2577,593.2577,587.3251,24-09-2019
Wekeza Maisha Fund,"1,176,306,868.50","2,836,858.61",414.6512,414.6512,406.3582,24-09-2019
Watoto Fund,"3,225,890,286.11","9,264,381.72",348.2035,348.2035,344.7215,24-09-2019
Jikimu Fund,"20,418,647,971.65","158,168,909.39",129.0939,129.0939,126.5121,24-09-2019
Liquid Fund,"50,291,783,141.41","229,246,471.64",219.3787,219.3787,219.3787,24-09-2019
Umoja Fund,"217,814,025,253.89","367,213,899.19",593.153,593.153,587.2215,23-09-2019
Wekeza Maisha Fund,"1,176,004,000.95","2,836,822.42",414.5497,414.5497,406.2587,23-09-2019
Watoto Fund,"3,224,433,287.85","9,262,198.59",348.1283,348.1283,344.647,23-09-2019
Jikimu Fund,"20,411,000,694.67","158,157,721.29",129.0547,129.0547,126.4736,23-09-2019
Liquid Fund,"50,165,524,850.16","228,758,799.64",219.2944,219.2944,219.2944,23-09-2019
Umoja Fund,"217,869,761,146.88","367,369,064.02",593.0542,593.0542,587.1236,22-09-2019
Wekeza Maisha Fund,"1,175,447,425.53","2,836,243.29",414.4382,414.4382,406.1494,22-09-2019
Watoto Fund,"3,223,107,794.52","9,260,398.36",348.0528,348.0528,344.5723,22-09-2019
Jikimu Fund,"20,403,705,933.94","158,149,266.65",129.0155,129.0155,126.4352,22-09-2019
Liquid Fund,"51,023,885,855.57","232,768,039.20",219.2049,219.2049,219.2049,22-09-2019
Umoja Fund,"217,770,880,398.54","367,395,869.85",592.7418,592.7418,586.8144,19-09-2019
Wekeza Maisha Fund,"1,174,454,451.73","2,836,560.78",414.0417,414.0417,405.7609,19-09-2019
Watoto Fund,"3,229,764,689.78","9,285,717.10",347.8207,347.8207,344.3425,19-09-2019
Jikimu Fund,"20,383,263,929.89","158,135,689.95",128.8973,128.8973,126.3194,19-09-2019
Liquid Fund,"51,055,567,837.54","233,179,083.88",218.9543,218.9543,218.9543,19-09-2019
Umoja Fund,"217,644,387,041.94","367,394,269.41",592.4001,592.4001,586.4761,18-09-2019
Wekeza Maisha Fund,"1,173,032,924.70","2,834,083.47",413.902,413.902,405.624,18-09-2019
Watoto Fund,"3,227,395,937.18","9,280,914.63",347.7455,347.7455,344.268,18-09-2019
Jikimu Fund,"20,376,994,995.66","158,135,278.52",128.858,128.858,126.2808,18-09-2019
Liquid Fund,"51,285,740,153.05","234,316,897.09",218.8734,218.8734,218.8734,18-09-2019
Umoja Fund,"217,702,330,246.44","367,558,276.42",592.2934,592.2934,586.3704,17-09-2019
Wekeza Maisha Fund,"1,173,701,227.17","2,836,693.92",413.7567,413.7567,405.4816,17-09-2019
Watoto Fund,"3,229,177,866.90","9,288,067.91",347.6695,347.6695,344.1928,17-09-2019
Jikimu Fund,"20,444,339,567.37","158,706,960.78",128.8182,128.8182,126.2418,17-09-2019
Liquid Fund,"51,216,789,956.40","234,090,653.16",218.7904,218.7904,218.7904,17-09-2019
Umoja Fund,"216,632,546,128.68","367,542,200.54",589.4086,589.4086,583.5145,16-09-2019
Wekeza Maisha Fund,"1,161,359,847.04","2,836,254.33",409.4696,409.4696,401.2802,16-09-2019
Watoto Fund,"3,214,433,739.83","9,286,681.17",346.1337,346.1337,342.6724,16-09-2019
Jikimu Fund,"20,435,800,901.00","158,693,737.22",128.7751,128.7751,126.1996,16-09-2019
Liquid Fund,"51,244,834,392.12","234,311,132.81",218.7042,218.7042,218.7042,16-09-2019
Umoja Fund,"216,542,690,789.24","367,537,679.62",589.1714,589.1714,583.2797,15-09-2019
Wekeza Maisha Fund,"1,160,962,621.61","2,836,254.33",409.3295,409.3295,401.1429,15-09-2019
Watoto Fund,"3,212,778,602.88","9,284,288.17",346.0447,346.0447,342.5842,15-09-2019
Jikimu Fund,"20,410,797,372.80","158,602,821.98",128.6913,128.6913,126.1174,15-09-2019
Liquid Fund,"51,042,193,236.70","233,473,862.09",218.6206,218.6206,218.6206,15-09-2019
Umoja Fund,"216,425,442,151.68","367,532,894.10",588.8601,588.8601,582.9715,12/9/2019
Wekeza Maisha Fund,"1,159,170,270.66","2,834,787.01",408.9091,408.9091,400.7309,12/9/2019
Watoto Fund,"3,208,456,041.24","9,277,295.00",345.8396,345.8396,342.3812,12/9/2019
Jikimu Fund,"20,391,387,044.26","158,595,044.43",128.5752,128.5752,126.0037,12/9/2019
Liquid Fund,"50,973,781,342.22","233,412,017.93",218.3854,218.3854,218.3854,12/9/2019
Umoja Fund,"216,414,353,911.15","367,579,938.00",588.7545,588.7545,582.867,11/9/2019
Wekeza Maisha Fund,"1,158,772,735.23","2,834,787.01",408.7689,408.7689,400.5935,11/9/2019
Watoto Fund,"3,207,631,747.90","9,276,924.78",345.7646,345.7646,342.3069,11/9/2019
Jikimu Fund,"20,385,079,777.14","158,594,266.21",128.536,128.536,125.9653,11/9/2019
Liquid Fund,"50,839,216,634.65","232,884,383.28",218.3024,218.3024,218.3024,11/9/2019
Umoja Fund,"216,374,223,998.73","367,577,666.38",588.649,588.649,582.7625,10/9/2019
Wekeza Maisha Fund,"1,158,108,172.57","2,834,133.38",408.6287,408.6287,400.4561,10/9/2019
Watoto Fund,"3,206,805,398.10","9,276,548.68",345.6895,345.6895,342.2326,10/9/2019
Jikimu Fund,"20,378,172,078.01","158,588,817.42",128.4969,128.4969,125.927,10/9/2019
Liquid Fund,"50,913,276,510.04","233,312,898.88",218.2189,218.2189,218.2189,10/9/2019
Umoja Fund,"216,478,924,659.33","367,821,560.11",588.5433,588.5433,582.6579,9/9/2019
Wekeza Maisha Fund,"1,159,505,873.22","2,838,531.63",408.4879,408.4879,400.3182,9/9/2019
Watoto Fund,"3,209,894,945.85","9,287,511.85",345.6141,345.6141,342.1579,9/9/2019
Jikimu Fund,"20,379,351,331.59","158,646,404.31",128.4577,128.4577,125.8885,9/9/2019
Liquid Fund,"50,829,886,896.66","233,019,501.90",218.1358,218.1358,218.1358,9/9/2019
Umoja Fund,"216,435,150,567.82","367,813,218.92",588.4377,588.4377,582.5533,8/9/2019
Wekeza Maisha Fund,"1,159,108,005.04","2,838,531.63",408.3477,408.3477,400.1808,8/9/2019
Watoto Fund,"3,209,081,964.62","9,287,179.01",345.5389,345.5389,342.0835,8/9/2019
Jikimu Fund,"20,372,856,018.46","158,639,823.59",128.4221,128.4221,125.8536,8/9/2019
Liquid Fund,"50,743,312,431.30","232,711,812.18",218.0522,218.0522,218.0522,8/9/2019
Umoja Fund,"216,313,903,139.68","367,808,826.07",588.115,588.115,582.2339,5/9/2019
Wekeza Maisha Fund,"1,157,914,236.98","2,838,531.63",407.9272,407.9272,399.7686,5/9/2019
Watoto Fund,"3,203,187,189.89","9,276,174.20",345.3134,345.3134,341.8603,5/9/2019
Jikimu Fund,"20,352,887,749.46","158,629,526.90",128.3045,128.3045,125.7384,5/9/2019
Liquid Fund,"50,622,103,198.76","232,421,634.53",217.8029,217.8029,217.8029,5/9/2019
Umoja Fund,"216,265,596,120.29","367,792,897.56",588.0092,588.0092,582.1291,4/9/2019
Wekeza Maisha Fund,"1,157,446,053.40","2,838,163.82",407.8151,407.8151,399.6588,4/9/2019
Watoto Fund,"3,201,818,989.15","9,274,233.12",345.2381,345.2381,341.7858,4/9/2019
Jikimu Fund,"20,345,274,507.21","158,618,728.94",128.2653,128.2653,125.7,4/9/2019
Liquid Fund,"50,609,394,953.02","232,452,361.64",217.7194,217.7194,217.7194,4/9/2019
Umoja Fund,"216,347,349,059.35","367,998,579.88",587.9027,587.9027,582.0236,3/9/2019
Wekeza Maisha Fund,"1,157,723,611.61","2,839,627.13",407.7027,407.7027,399.5486,3/9/2019
Watoto Fund,"3,210,515,922.19","9,301,469.51",345.1622,345.1622,341.7106,3/9/2019
Jikimu Fund,"20,429,500,880.95","159,331,303.93",128.2203,128.2203,125.6559,3/9/2019
Liquid Fund,"50,728,611,698.46","233,089,662.43",217.6356,217.6356,217.6356,3/9/2019
Umoja Fund,"216,308,997,798.25","367,999,405.96",587.7971,587.7971,581.9192,2/9/2019
Wekeza Maisha Fund,"1,156,937,914.98","2,838,676.19",407.5625,407.5625,399.4112,2/9/2019
Watoto Fund,"3,207,476,379.55","9,294,748.15",345.0848,345.0848,341.634,2/9/2019
Jikimu Fund,"20,389,271,311.76","159,065,663.24",128.1815,128.1815,125.6178,2/9/2019
Liquid Fund,"50,434,292,714.90","231,827,139.73",217.5513,217.5513,217.5513,2/9/2019
Umoja Fund,"216,262,411,581.61","367,986,227.28",587.6916,587.6916,581.8147,1/9/2019
Wekeza Maisha Fund,"1,156,288,994.54","2,838,060.93",407.4222,407.4222,399.2737,1/9/2019
Watoto Fund,"3,204,147,128.30","9,287,125.17",345.0096,345.0096,341.5595,1/9/2019
Jikimu Fund,"20,380,983,893.77","159,049,197.21",128.1426,128.1426,125.5798,1/9/2019
Liquid Fund,"50,262,468,662.47","231,125,886.81",217.4679,217.4679,217.4679,1/9/2019
Umoja Fund,"216,134,370,258.23","367,969,576.43",587.3702,587.3702,581.4965,29-08-2019
Wekeza Maisha Fund,"1,155,149,903.56","2,837,802.97",407.0578,407.0578,398.9167,29-08-2019
Watoto Fund,"3,201,018,279.87","9,284,195.74",344.7814,344.7814,341.3336,29-08-2019
Jikimu Fund,"20,360,924,176.14","159,039,433.45",128.0244,128.0244,125.4639,29-08-2019
Liquid Fund,"50,232,105,058.87","231,246,387.79",217.2233,217.2233,217.2233,29-08-2019
Umoja Fund,"216,086,586,640.26","367,954,179.97",587.2649,587.2649,581.3923,28-08-2019
Wekeza Maisha Fund,"1,154,642,558.82","2,837,336.00",406.946,406.946,398.8071,28-08-2019
Watoto Fund,"3,199,818,709.29","9,282,739.34",344.7063,344.7063,341.2592,28-08-2019
Jikimu Fund,"20,354,488,131.10","159,037,636.29",127.9854,127.9854,125.4256,28-08-2019
Liquid Fund,"50,187,724,229.40","231,133,394.87",217.1375,217.1375,217.1375,28-08-2019
Umoja Fund,"216,360,203,454.79","368,487,269.77",587.1579,587.1579,581.2863,27-08-2019
Wekeza Maisha Fund,"1,154,245,179.34","2,837,336.00",406.806,406.806,398.6698,27-08-2019
Watoto Fund,"3,212,100,386.47","9,320,491.79",344.6278,344.6278,341.1815,27-08-2019
Jikimu Fund,"20,403,274,021.69","159,467,852.75",127.946,127.946,125.3871,27-08-2019
Liquid Fund,"50,306,806,552.64","231,771,663.52",217.0533,217.0533,217.0533,27-08-2019
Umoja Fund,"216,315,339,312.21","368,476,798.86",587.0528,587.0528,581.1823,26-08-2019
Wekeza Maisha Fund,"1,153,877,949.58","2,837,213.06",406.6941,406.6941,398.5603,26-08-2019
Watoto Fund,"3,209,965,095.52","9,316,315.18",344.5531,344.5531,341.1075,26-08-2019
Jikimu Fund,"20,396,145,156.34","159,462,092.41",127.9059,127.9059,125.3478,26-08-2019
Liquid Fund,"49,971,886,683.88","230,317,079.16",216.97,216.97,216.97,26-08-2019
Umoja Fund,"216,203,236,380.60","368,357,657.89",586.9384,586.9384,581.069,25-08-2019
Wekeza Maisha Fund,"1,152,852,214.69","2,835,666.20",406.5543,406.5543,398.4232,25-08-2019
Watoto Fund,"3,208,843,658.32","9,315,081.43",344.4783,344.4783,341.0335,25-08-2019
Jikimu Fund,"20,386,843,831.04","159,456,974.47",127.8517,127.8517,125.2947,25-08-2019
Liquid Fund,"49,950,222,329.54","230,306,894.73",216.8855,216.8855,216.8855,25-08-2019
Umoja Fund,"216,081,672,574.75","368,349,954.07",586.6206,586.6206,580.7544,22-08-2019
Wekeza Maisha Fund,"1,151,738,781.67","2,835,666.20",406.1616,406.1616,398.0384,22-08-2019
Watoto Fund,"3,205,795,233.55","9,312,365.35",344.2514,344.2514,340.8089,22-08-2019
Jikimu Fund,"20,364,609,356.59","159,430,043.12",127.7338,127.7338,125.1791,22-08-2019
Liquid Fund,"49,640,610,447.83","229,143,649.40",216.6353,216.6353,216.6353,22-08-2019
Umoja Fund,"215,619,422,258.65","368,496,575.31",585.1328,585.1328,579.2814,20-08-2019
Wekeza Maisha Fund,"1,145,408,894.87","2,835,418.58",403.9647,403.9647,395.8854,20-08-2019
Watoto Fund,"3,195,733,036.32","9,305,412.51",343.4273,343.4273,339.9931,20-08-2019
Jikimu Fund,"20,351,672,572.84","159,428,781.87",127.6537,127.6537,125.1006,20-08-2019
Liquid Fund,"51,556,240,816.85","238,174,252.83",216.4644,216.4644,216.4644,20-08-2019
Umoja Fund,"215,660,122,490.53","368,630,615.64",585.0304,585.0304,579.1801,19-08-2019
Wekeza Maisha Fund,"1,145,081,548.79","2,835,393.81",403.8527,403.8527,395.7757,19-08-2019
Watoto Fund,"3,227,436,752.80","9,399,823.93",343.3508,343.3508,339.9173,19-08-2019
Jikimu Fund,"20,380,614,090.66","159,702,436.69",127.6162,127.6162,125.0639,19-08-2019
Liquid Fund,"51,285,396,852.59","237,001,955.11",216.3923,216.3923,216.3923,19-08-2019
Umoja Fund,"215,617,916,461.74","368,625,100.34",584.9247,584.9247,579.0754,18-08-2019
Wekeza Maisha Fund,"1,143,682,079.95","2,832,916.80",403.7118,403.7118,395.6376,18-08-2019
Watoto Fund,"3,226,528,303.58","9,399,241.12",343.2754,343.2754,339.8427,18-08-2019
Jikimu Fund,"20,370,706,968.86","159,673,941.90",127.5769,127.5769,125.0254,18-08-2019
Liquid Fund,"51,223,395,395.16","236,804,549.29",216.3109,216.3109,216.3109,18-08-2019
Umoja Fund,"215,494,822,201.18","368,618,590.95",584.6011,584.6011,578.7551,15-08-2019
Wekeza Maisha Fund,"1,142,623,876.13","2,832,668.89",403.3736,403.3736,395.3061,15-08-2019
Watoto Fund,"3,224,402,994.46","9,399,241.12",343.0493,343.0493,339.6188,15-08-2019
Jikimu Fund,"20,351,887,278.80","159,673,941.90",127.459,127.459,124.9099,15-08-2019
Liquid Fund,"51,035,657,867.00","236,179,772.57",216.0882,216.0882,216.0882,15-08-2019
Umoja Fund,"215,542,876,327.28","368,769,451.21",584.4922,584.4922,578.6473,14-08-2019
Wekeza Maisha Fund,"1,142,304,428.82","2,832,668.89",403.2608,403.2608,395.1956,14-08-2019
Watoto Fund,"3,223,579,461.04","9,398,905.81",342.9739,342.9739,339.5442,14-08-2019
Jikimu Fund,"20,344,468,277.98","159,666,797.84",127.4183,127.4183,124.8699,14-08-2019
Liquid Fund,"51,116,664,841.46","236,657,019.68",215.9947,215.9947,215.9947,14-08-2019
Umoja Fund,"215,690,718,624.44","369,090,080.92",584.385,584.385,578.5412,13-08-2019
Wekeza Maisha Fund,"1,153,858,958.27","2,862,321.69",403.1199,403.1199,395.0575,13-08-2019
Watoto Fund,"3,258,037,122.50","9,501,469.98",342.8982,342.8982,339.4692,13-08-2019
Jikimu Fund,"20,412,606,452.69","160,251,502.53",127.3786,127.3786,124.831,13-08-2019
Liquid Fund,"50,871,911,500.65","235,604,615.25",215.9207,215.9207,215.9207,13-08-2019
Umoja Fund,"215,646,727,017.87","369,081,201.36",584.2799,584.2799,578.4371,12/8/2019
Wekeza Maisha Fund,"1,153,460,697.66","2,862,321.69",402.9808,402.9808,394.9212,12/8/2019
Watoto Fund,"3,256,911,165.49","9,500,244.86",342.8239,342.8239,339.3957,12/8/2019
Jikimu Fund,"20,385,505,227.14","160,088,779.15",127.3388,127.3388,124.792,12/8/2019
Liquid Fund,"50,846,967,492.83","235,570,628.82",215.846,215.846,215.846,12/8/2019
Umoja Fund,"217,549,731,604.77","372,581,956.41",583.8977,583.8977,578.0587,8/8/2019
Wekeza Maisha Fund,"1,151,935,363.55","2,861,695.66",402.5359,402.5359,394.4852,8/8/2019
Watoto Fund,"3,256,799,194.29","9,499,996.92",342.8211,342.8211,339.3929,8/8/2019
Jikimu Fund,"20,366,724,228.33","160,071,881.66",127.2349,127.2349,124.6902,8/8/2019
Liquid Fund,"48,584,460,351.56","225,415,877.29",215.5326,215.5326,215.5326,8/8/2019
Umoja Fund,"217,454,628,474.40","372,549,380.84",583.6934,583.6934,577.8565,6/8/2019
Wekeza Maisha Fund,"1,151,014,528.48","2,861,185.58",402.2859,402.2859,394.2402,6/8/2019
Watoto Fund,"3,249,647,233.53","9,495,846.97",342.2177,342.2177,338.7955,6/8/2019
Jikimu Fund,"20,342,878,529.61","159,981,968.34",127.1573,127.1573,124.6142,6/8/2019
Liquid Fund,"48,381,046,780.33","224,634,410.79",215.3768,215.3768,215.3768,6/8/2019
Umoja Fund,"217,534,027,061.63","372,758,854.71",583.5784,583.5784,577.7426,5/8/2019
Wekeza Maisha Fund,"1,150,680,861.38","2,861,148.29",402.1745,402.1745,394.131,5/8/2019
Watoto Fund,"3,249,725,699.64","9,497,441.38",342.1685,342.1685,338.7469,5/8/2019
Jikimu Fund,"20,429,477,816.37","160,712,387.13",127.1183,127.1183,127.1183,5/8/2019
Umoja Fund,"217,490,544,646.97","372,756,540.26",583.4654,583.4654,577.6307,4/8/2019
Wekeza Maisha Fund,"1,149,362,126.53","2,858,661.11",402.0631,402.0631,394.0218,4/8/2019
Watoto Fund,"3,243,800,526.80","9,482,328.35",342.089,342.089,338.6681,4/8/2019
Jikimu Fund,"20,420,887,392.90","160,695,773.63",127.0779,127.0779,124.5364,4/8/2019
Liquid Fund,"48,119,629,519.72","223,590,169.57",215.2135,215.2135,215.2135,4/8/2019
Umoja Fund,"217,372,944,930.98","372,753,759.35",583.1543,583.1543,577.3227,2/8/2019
Wekeza Maisha Fund,"1,147,716,785.60","2,856,943.54",401.7289,401.7289,393.6943,2/8/2019
Watoto Fund,"3,241,402,914.59","9,481,670.14",341.8599,341.8599,338.4413,2/8/2019
Jikimu Fund,"20,371,137,425.54","160,456,087.50",126.9577,126.9577,124.4186,2/8/2019
Liquid Fund,"48,012,320,753.27","223,328,558.30",214.9851,214.9851,214.9851,2/8/2019
Umoja Fund,"217,322,746,415.75","372,742,972.36",583.0365,583.0365,577.2061,1/8/2019
Wekeza Maisha Fund,"1,146,981,579.24","2,855,905.69",401.6175,401.6175,393.5851,1/8/2019
Watoto Fund,"3,240,175,538.26","9,480,613.64",341.7685,341.7685,338.3509,1/8/2019
Jikimu Fund,"20,364,730,457.31","160,455,070.78",126.9186,126.9186,124.3802,1/8/2019
Liquid Fund,"47,798,530,842.96","222,444,332.44",214.8786,214.8786,214.8786,1/8/2019
Umoja Fund,"217,286,183,466.64","372,742,719.92",582.9388,582.9388,577.1094,31-07-2019
Wekeza Maisha Fund,"1,146,663,022.51","2,855,905.69",401.5059,401.5059,393.4758,31-07-2019
Watoto Fund,"3,238,454,949.12","9,477,628.41",341.6947,341.6947,338.2777,31-07-2019
Jikimu Fund,"20,374,248,997.50","160,592,583.83",126.8692,126.8692,124.3318,31-07-2019
Liquid Fund,"47,670,181,057.47","221,936,863.80",214.7916,214.7916,214.7916,31-07-2019
Umoja Fund,"217,384,450,070.32","372,976,309.24",582.8372,582.8372,577.0088,30-07-2019
Wekeza Maisha Fund,"1,146,557,509.01","2,856,436.61",401.3943,401.3943,393.3665,30-07-2019
Watoto Fund,"3,235,695,034.41","9,471,597.85",341.6208,341.6208,338.2046,30-07-2019
Jikimu Fund,"20,404,225,815.99","160,878,682.61",126.8299,126.8299,124.2933,30-07-2019
Liquid Fund,"47,892,433,566.01","223,095,673.86",214.6722,214.6722,214.6722,30-07-2019
Umoja Fund,"217,395,758,196.78","372,964,021.77",582.8867,582.8867,577.0578,29-07-2019
Wekeza Maisha Fund,"1,146,238,942.26","2,856,436.61",401.2828,401.2828,393.2572,29-07-2019
Watoto Fund,"3,234,279,697.23","9,467,060.84",341.635,341.635,338.2187,29-07-2019
Jikimu Fund,"20,396,993,893.79","160,850,056.54",126.8075,126.8075,124.2714,29-07-2019
Liquid Fund,"47,425,186,178.74","220,993,713.79",214.5997,214.5997,214.5997,29-07-2019
Umoja Fund,"217,277,488,209.82","372,954,959.30",582.5837,582.5837,576.7579,26-07-2019
Wekeza Maisha Fund,"1,144,565,542.82","2,854,647.03",400.9482,400.9482,392.9292,26-07-2019
Watoto Fund,"3,230,714,008.55","9,462,796.00",341.4122,341.4122,337.9981,26-07-2019
Jikimu Fund,"20,377,065,399.54","160,840,531.06",126.6911,126.6911,124.1573,26-07-2019
Liquid Fund,"48,020,590,071.40","223,999,462.41",214.3781,214.3781,214.3781,26-07-2019
Umoja Fund,"217,238,752,238.36","372,949,601.11",582.4882,582.4882,576.6633,25-07-2019
Wekeza Maisha Fund,"1,144,246,839.64","2,854,647.03",400.8365,400.8365,392.8198,25-07-2019
Watoto Fund,"3,228,778,253.28","9,459,189.26",341.3377,341.3377,337.9244,25-07-2019
Jikimu Fund,"20,384,421,581.03","160,948,329.54",126.652,126.652,124.1189,25-07-2019
Liquid Fund,"47,982,328,480.38","223,896,802.08",214.3056,214.3056,214.3056,25-07-2019
Umoja Fund,"217,292,061,613.94","373,122,754.52",582.3608,582.3608,576.5372,24-07-2019
Wekeza Maisha Fund,"1,144,328,280.23","2,855,647.03",400.7247,400.7247,392.7102,24-07-2019
Watoto Fund,"3,249,051,545.35","9,520,770.35",341.2593,341.2593,337.8467,24-07-2019
Jikimu Fund,"20,535,653,572.26","162,191,992.35",126.6132,126.6132,124.081,24-07-2019
Liquid Fund,"48,206,523,019.80","225,019,772.18",214.2324,214.2324,214.2324,24-07-2019
Umoja Fund,"217,253,050,556.21","373,115,674.57",582.2673,582.2673,576.4446,23-07-2019
Wekeza Maisha Fund,"1,142,894,753.25","2,852,863.72",400.6132,400.6132,392.6009,23-07-2019
Watoto Fund,"3,247,895,172.35","9,519,334.16",341.1893,341.1893,337.7774,23-07-2019
Jikimu Fund,"20,525,584,143.82","162,159,600.84",126.5764,126.5764,124.0449,23-07-2019
Liquid Fund,"48,121,688,233.29","224,698,641.68",214.161,214.161,214.161,23-07-2019
Umoja Fund,"217,201,976,062.89","373,094,824.21",582.1629,582.1629,576.3413,22-07-2019
Wekeza Maisha Fund,"1,142,490,622.44","2,852,651.31",400.5013,400.5013,392.4913,22-07-2019
Watoto Fund,"3,246,911,587.01","9,518,512.18",341.1155,341.1155,337.7043,22-07-2019
Jikimu Fund,"20,517,642,772.29","162,144,340.77",126.5394,126.5394,124.0086,22-07-2019
Liquid Fund,"47,995,278,521.73","224,179,558.56",214.093,214.093,214.093,22-07-2019
Umoja Fund,"216,994,306,153.13","373,086,774.90",581.6189,581.6189,575.8027,19-07-2019
Wekeza Maisha Fund,"1,141,233,039.79","2,851,901.62",400.1656,400.1656,392.1623,19-07-2019
Watoto Fund,"3,241,734,338.47","9,517,572.49",340.6052,340.6052,337.1991,19-07-2019
Jikimu Fund,"20,490,482,954.41","162,141,254.25",126.3743,126.3743,123.8468,19-07-2019
Liquid Fund,"47,743,012,441.31","223,228,281.39",213.8753,213.8753,213.8753,19-07-2019
Umoja Fund,"216,960,653,991.28","373,090,718.09",581.5225,581.5225,575.7073,18-07-2019
Wekeza Maisha Fund,"1,140,316,254.58","2,850,401.83",400.0546,400.0546,392.0535,18-07-2019
Watoto Fund,"3,241,010,321.06","9,517,513.75",340.5312,340.5312,337.1259,18-07-2019
Jikimu Fund,"20,389,334,624.93","161,371,549.21",126.3502,126.3502,123.8232,18-07-2019
Liquid Fund,"47,688,554,708.69","223,049,425.66",213.8026,213.8026,213.8026,18-07-2019
Umoja Fund,"217,042,162,632.94","373,299,431.42",581.4157,581.4157,575.6016,17-07-2019
Wekeza Maisha Fund,"1,143,864,920.15","2,860,073.46",399.9425,399.9425,391.9436,17-07-2019
Watoto Fund,"3,241,012,002.15","9,519,587.65",340.4572,340.4572,337.0526,17-07-2019
Jikimu Fund,"20,397,670,445.25","161,485,137.34",126.313,126.313,123.7867,17-07-2019
Liquid Fund,"47,629,956,576.35","222,851,147.36",213.7299,213.7299,213.7299,17-07-2019
Umoja Fund,"216,945,308,786.49","373,292,526.33",581.167,581.167,575.3554,16-07-2019
Wekeza Maisha Fund,"1,143,349,389.66","2,859,572.69",399.8323,399.8323,391.8356,16-07-2019
Watoto Fund,"3,238,455,045.36","9,516,604.76",340.2952,340.2952,336.8923,16-07-2019
