Sqrt_NAV,Log_ONU,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Year,Month,Day,Weekday
78496.37646859886,16.26875824390606,529.9895,529.9895,524.6896,2022,8,18,3
78465.28599202326,16.26818516942192,529.8733,529.8733,524.5746,2022,8,17,2
78417.99536758129,16.267198950164214,529.757,529.757,524.4595,2022,8,16,1
78331.87741596649,16.265509748597122,529.4878,529.4878,524.1929,2022,8,15,0
78245.50160986892,16.264217870774974,529.0037,529.0037,523.7136,2022,8,12,4
78191.7609737113,16.26346665483421,528.6743,528.6743,523.3875,2022,8,11,3
78167.87714579435,16.26307345141296,528.5591,528.5591,523.2735,2022,8,10,2
77956.55228741199,16.25787652532818,528.4443,528.4443,523.1598,2022,8,9,1
77923.00955353303,16.25707909995134,528.4108,528.4108,523.1267,2022,8,5,4
77922.69831782008,16.257289731260762,528.2953,528.2953,523.0123,2022,8,4,3
77885.07532255458,16.256275087048056,528.3211,528.3211,523.0378,2022,8,3,2
77748.3426879313,16.252914444776188,528.2399,528.2399,522.9575,2022,8,2,1
77724.01440307879,16.251912053588633,528.4388,528.4388,523.1544,2022,8,1,0
77731.85851734152,16.25054120327157,529.2706,529.2706,523.9778,2022,7,29,4
77693.9765620862,16.250381868298764,528.8391,528.8391,523.5507,2022,7,28,3
77671.37217147641,16.248718615453146,529.4112,529.4112,524.1171,2022,7,27,2
77518.2085263843,16.247970579232284,527.7199,527.7199,522.4427,2022,7,26,1
77252.39287025355,16.242991590275437,526.723,526.723,521.4557,2022,7,25,0
76971.12441734238,16.238868645119364,525.0548,525.0548,519.8042,2022,7,22,4
76818.60148147712,16.237246075756357,523.8252,523.8252,518.587,2022,7,21,3
76724.6935204045,16.236086658764773,523.1515,523.1515,517.92,2022,7,20,2
76524.54414310484,16.231848391876746,522.636,522.636,517.4096,2022,7,19,1
76499.0257679142,16.2311214144963,522.6673,522.6673,517.4406,2022,7,18,0
76411.74998441013,16.23041407969939,521.8444,521.8444,516.6259,2022,7,15,4
76309.7260707965,16.23006043246411,520.6359,520.6359,515.4295,2022,7,14,3
76259.75788087712,16.22943572009967,520.2792,520.2792,515.0764,2022,7,13,2
76213.49082295076,16.228596420943603,520.0844,520.0844,514.8836,2022,7,12,1
76090.01236121598,16.226192500836596,519.6482,519.6482,514.4517,2022,7,11,0
75967.8433477613,16.224569732771148,518.8221,518.8221,513.6339,2022,7,8,4
75872.84197234212,16.22253739537508,518.5782,518.5782,513.3924,2022,7,6,2
75839.33256009048,16.221310914908265,518.7561,518.7561,513.5685,2022,7,5,1
