Date Valued,Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Year,Month
2017-06-15,Jikimu Fund,22760185185.69,182036345.3,125.031,125.031,122.5304,2017,6
2017-06-15,Liquid Fund,12287618657.26,73869671.36,166.3419,166.3419,166.3419,2017,6
2017-06-15,Liquid Fund,12287618657.26,73869671.36,166.3419,166.3419,166.3419,2017,6
2017-06-14,Umoja Fund,198188015797.12,403570757.76,491.0862,491.0862,486.1753,2017,6
2017-06-14,Umoja Fund,198188015797.12,403570757.76,491.0862,491.0862,486.1753,2017,6
2017-06-14,Wekeza Maisha Fund,3728879949.01,11528406.58,323.4515,323.4515,323.4515,2017,6
2017-06-14,Wekeza Maisha Fund,3728879949.01,11528406.58,323.4515,323.4515,323.4515,2017,6
2017-06-14,Watoto Fund,3354459923.21,11690138.27,286.9478,286.9478,284.0784,2017,6
2017-06-14,Watoto Fund,3354459923.21,11690138.27,286.9478,286.9478,284.0784,2017,6
2017-06-14,Jikimu Fund,22606741902.2,181813858.88,124.34,124.34,121.8532,2017,6
2017-06-14,Jikimu Fund,22606741902.2,181813858.88,124.34,124.34,121.8532,2017,6
2017-06-14,Liquid Fund,12314870403.57,74061837.9,166.2782,166.2782,166.2782,2017,6
2017-06-14,Liquid Fund,12314870403.57,74061837.9,166.2782,166.2782,166.2782,2017,6
2017-06-13,Umoja Fund,198127011911.32,403538812.66,490.9739,490.9739,486.0641,2017,6
2017-06-13,Umoja Fund,198127011911.32,403538812.66,490.9739,490.9739,486.0641,2017,6
2017-06-13,Wekeza Maisha Fund,3727883819.79,11527916.94,323.3788,323.3788,316.9112,2017,6
2017-06-13,Wekeza Maisha Fund,3727883819.79,11527916.94,323.3788,323.3788,316.9112,2017,6
2017-06-13,Watoto Fund,3353570892.44,11689611.92,286.8847,286.8847,284.0159,2017,6
2017-06-13,Watoto Fund,3353570892.44,11689611.92,286.8847,286.8847,284.0159,2017,6
