Date Valued,Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Year,Month
2021-02-05,Bond Fund,68981819633.89,644374147.44,107.0524,107.0524,107.0524,2021,2
2021-02-04,Umoja Fund,239350412935.55,350860480.16,682.1812,682.1812,675.3594,2021,2
2021-02-04,Wekeza Maisha Fund,1463120216.19,2732354.04,535.4797,535.4797,524.7701,2021,2
2021-02-04,Watoto Fund,3724329341.49,9105997.32,408.9974,408.9974,404.9074,2021,2
2021-02-04,Jikimu Fund,17200104091.77,123542428.48,139.2243,139.2243,136.4398,2021,2
2021-02-04,Liquid Fund,162568917426.97,609506538.68,266.7222,266.7222,266.7222,2021,2
2021-02-04,Bond Fund,68882713530.64,643674145.14,107.0149,107.0149,107.0149,2021,2
2021-02-03,Umoja Fund,239220442078.57,350731772.88,682.0609,682.0609,675.2403,2021,2
2021-02-03,Wekeza Maisha Fund,1462680640.02,2732241.96,535.3408,535.3408,524.634,2021,2
2021-02-03,Watoto Fund,3723268888.13,9105557.12,408.9007,408.9007,404.8117,2021,2
2021-02-03,Jikimu Fund,17195579217.22,123542428.48,139.1876,139.1876,136.4039,2021,2
2021-02-03,Liquid Fund,162298941993.76,608695648.32,266.634,266.634,266.634,2021,2
2021-02-03,Bond Fund,68776466207.23,642907393.69,106.9773,106.9773,106.9773,2021,2
2021-02-02,Umoja Fund,239178617720.23,350732820.33,681.9397,681.9397,675.1203,2021,2
2021-02-02,Wekeza Maisha Fund,1461811004.3,2731326.42,535.2019,535.2019,524.4978,2021,2
2021-02-02,Watoto Fund,3721632417.09,9103707.62,408.804,408.804,404.716,2021,2
2021-02-02,Jikimu Fund,17170568153.6,123395217.86,139.151,139.151,136.368,2021,2
2021-02-02,Liquid Fund,162030981788.49,607891768.69,266.5458,266.5458,266.5458,2021,2
2021-02-02,Bond Fund,67871571445.12,634667813.32,106.9403,106.9403,106.9403,2021,2
2021-02-01,Umoja Fund,239127543291.57,350719724.12,681.8195,681.8195,675.0013,2021,2
2021-02-01,Wekeza Maisha Fund,1458046395.25,2725188.4,535.0259,535.0259,524.3254,2021,2
2021-02-01,Watoto Fund,3721250294.24,9104943.2,408.7066,408.7066,404.6195,2021,2
2021-02-01,Jikimu Fund,17142382160.1,123352955.89,138.9702,138.9702,136.1908,2021,2
2021-02-01,Liquid Fund,161911226354.54,607640613.14,266.4589,266.4589,266.4589,2021,2
2021-02-01,Bond Fund,67492267402.98,631348553.49,106.9018,106.9018,106.9018,2021,2
2021-01-29,Umoja Fund,239022998680.11,350753332.72,681.4561,681.4561,674.6415,2021,1
2021-01-29,Wekeza Maisha Fund,1455332348.69,2722231.43,534.6101,534.6101,523.9179,2021,1
2021-01-29,Watoto Fund,3718725030.01,9105269.73,408.4146,408.4146,404.3304,2021,1
2021-01-29,Jikimu Fund,17556629989.91,126439252.44,138.8543,138.8543,136.0772,2021,1
2021-01-29,Liquid Fund,161179589848.81,605493280.02,266.1955,266.1955,266.1955,2021,1
2021-01-29,Bond Fund,67998225761.78,630841269.63,107.7898,107.7898,107.7898,2021,1
2021-01-28,Umoja Fund,238977060655.77,350746856.14,681.3377,681.3377,674.5243,2021,1
2021-01-28,Wekeza Maisha Fund,1455483453.3,2723241.3,534.4673,534.4673,523.778,2021,1
2021-01-28,Watoto Fund,3717226208.94,9102553.88,408.3718,408.3718,404.2881,2021,1
2021-01-28,Jikimu Fund,17552614630.14,126435095.64,138.8271,138.8271,136.0505,2021,1
2021-01-28,Liquid Fund,160897029300.81,604637946.9,266.1047,266.1047,266.1047,2021,1
2021-01-28,Bond Fund,67758273900.3,628839953.14,107.7512,107.7512,107.7512,2021,1
2021-01-27,Umoja Fund,238906123045.25,350701304.0,681.2239,681.2239,674.4117,2021,1
2021-01-27,Wekeza Maisha Fund,1450711576.15,2715020.52,534.328,534.328,523.6415,2021,1
2021-01-27,Watoto Fund,3758560320.46,9205967.78,408.2743,408.2743,404.1916,2021,1
2021-01-27,Jikimu Fund,17581194893.6,126675396.55,138.7893,138.7893,136.0136,2021,1
2021-01-27,Liquid Fund,160518270630.24,603414599.82,266.0166,266.0166,266.0166,2021,1
2021-01-27,Bond Fund,67415528127.58,625875871.72,107.7139,107.7139,107.7139,2021,1
2021-01-26,Umoja Fund,238859322408.68,350694781.96,681.1032,681.1032,674.2921,2021,1
2021-01-26,Wekeza Maisha Fund,1449757181.0,2713943.84,534.1883,534.1883,523.5046,2021,1
2021-01-26,Watoto Fund,3757455709.23,9205426.22,408.1784,408.1784,404.0966,2021,1
2021-01-26,Jikimu Fund,17548375457.41,126524518.23,138.6955,138.6955,135.9215,2021,1
2021-01-26,Liquid Fund,160527596889.56,603649923.04,265.9283,265.9283,265.9283,2021,1
2021-01-26,Bond Fund,67295342834.68,624976428.92,107.6766,107.6766,107.6766,2021,1
2021-01-25,Umoja Fund,238811083566.58,350686151.78,680.9824,680.9824,674.1725,2021,1
2021-01-25,Wekeza Maisha Fund,1449367824.9,2713925.11,534.0486,534.0486,523.3676,2021,1
2021-01-25,Watoto Fund,3755719065.14,9203335.96,408.0824,408.0824,404.0015,2021,1
2021-01-25,Jikimu Fund,17540532276.19,126502521.6,138.6576,138.6576,135.8844,2021,1
2021-01-25,Liquid Fund,159821977724.58,601195614.65,265.8402,265.8402,265.8402,2021,1
2021-01-25,Bond Fund,66762263009.85,620240856.51,107.6393,107.6393,107.6393,2021,1
2021-01-22,Umoja Fund,238682279764.78,350682458.37,680.6222,680.6222,673.816,2021,1
2021-01-22,Wekeza Maisha Fund,1447829543.84,2713175.53,533.6291,533.6291,522.9566,2021,1
2021-01-22,Watoto Fund,3750660824.82,9197430.98,407.7944,407.7944,403.7165,2021,1
2021-01-22,Jikimu Fund,17523839426.0,126485910.63,138.5438,138.5438,135.7729,2021,1
2021-01-22,Liquid Fund,159602205702.07,600979218.01,265.5703,265.5703,265.5703,2021,1
2021-01-22,Bond Fund,66589829319.39,619284878.62,107.527,107.527,107.527,2021,1
2021-01-21,Umoja Fund,238763796492.42,350864377.79,680.5017,680.5017,673.6967,2021,1
2021-01-21,Wekeza Maisha Fund,1449384244.23,2716804.06,533.4887,533.4887,522.8189,2021,1
2021-01-21,Watoto Fund,3752595124.2,9204357.66,407.6977,407.6977,403.6207,2021,1
2021-01-21,Jikimu Fund,17727029283.74,127988524.75,138.5048,138.5048,135.7347,2021,1
2021-01-21,Liquid Fund,159111648952.8,599332986.61,265.4812,265.4812,265.4812,2021,1
2021-01-21,Bond Fund,66596553339.26,619565095.42,107.4892,107.4892,107.4892,2021,1
2021-01-20,Umoja Fund,238716998379.92,350857443.23,680.3817,680.3817,673.5779,2021,1
2021-01-20,Wekeza Maisha Fund,1449004862.59,2716804.06,533.349,533.349,522.6821,2021,1
2021-01-20,Watoto Fund,3751676877.99,9204271.77,407.6017,407.6017,403.5257,2021,1
2021-01-20,Jikimu Fund,17719394773.47,127967914.8,138.4675,138.4675,135.6981,2021,1
2021-01-20,Liquid Fund,159100633233.64,599492818.84,265.3921,265.3921,265.3921,2021,1
2021-01-20,Bond Fund,66384440532.69,617806704.79,107.4518,107.4518,107.4518,2021,1
2021-01-19,Umoja Fund,238650537367.4,350822590.06,680.2599,680.2599,673.4573,2021,1
2021-01-19,Wekeza Maisha Fund,1448600454.96,2716757.16,533.2094,533.2094,522.5452,2021,1
2021-01-19,Watoto Fund,3749143832.41,9200244.79,407.5048,407.5048,403.4297,2021,1
2021-01-19,Jikimu Fund,17721256825.84,128016796.27,138.4292,138.4292,135.6606,2021,1
2021-01-19,Liquid Fund,158759377325.64,598407765.48,265.303,265.303,265.303,2021,1
2021-01-19,Bond Fund,65952330170.92,614000786.16,107.4141,107.4141,107.4141,2021,1
2021-01-18,Umoja Fund,238497926022.74,350789844.54,679.8883,679.8883,673.0895,2021,1
2021-01-18,Wekeza Maisha Fund,1447720533.53,2715819.2,533.0696,533.0696,522.4082,2021,1
2021-01-18,Watoto Fund,3738789239.64,9179659.32,407.2906,407.2906,403.2177,2021,1
2021-01-18,Jikimu Fund,17708922597.17,127999665.97,138.3513,138.3513,135.5843,2021,1
2021-01-18,Liquid Fund,158754054109.66,598589451.04,265.2136,265.2136,265.2136,2021,1
2021-01-18,Bond Fund,65538552694.55,610363019.12,107.3763,107.3763,107.3763,2021,1
2021-01-15,Umoja Fund,238287876877.28,350800654.94,679.2686,679.2686,672.4759,2021,1
2021-01-15,Wekeza Maisha Fund,1444717920.52,2712323.03,532.6497,532.6497,521.9967,2021,1
2021-01-15,Watoto Fund,3733642127.7,9176191.49,406.8836,406.8836,402.8148,2021,1
2021-01-15,Jikimu Fund,17712480033.19,128150556.85,138.2162,138.2162,135.4519,2021,1
2021-01-15,Liquid Fund,157653792825.7,595041511.27,264.9459,264.9459,264.9459,2021,1
2021-01-15,Bond Fund,66412407607.92,619161119.96,107.2619,107.2619,107.2619,2021,1
2021-01-14,Umoja Fund,238174179718.75,350827020.48,678.8935,678.8935,672.1046,2021,1
2021-01-14,Wekeza Maisha Fund,1443373569.08,2710510.76,532.5098,532.5098,521.8596,2021,1
2021-01-14,Watoto Fund,3731245523.7,9175143.95,406.6689,406.6689,402.6022,2021,1
2021-01-14,Jikimu Fund,17703183116.71,128138244.05,138.1569,138.1569,135.3938,2021,1
2021-01-14,Liquid Fund,157171879529.23,593427224.28,264.8545,264.8545,264.8545,2021,1
2021-01-14,Bond Fund,66048537976.21,615983562.06,107.2245,107.2245,107.2245,2021,1
2021-01-13,Umoja Fund,238223846244.78,351092523.21,678.5216,678.5216,671.7363,2021,1
2021-01-13,Wekeza Maisha Fund,1444904746.67,2714106.4,532.3685,532.3685,521.7211,2021,1
2021-01-13,Watoto Fund,3732896358.03,9184076.35,406.4531,406.4531,402.3886,2021,1
2021-01-13,Jikimu Fund,17820303701.34,129043661.21,138.0951,138.0951,135.3332,2021,1
2021-01-13,Liquid Fund,156863836022.94,592468805.8,264.763,264.763,264.763,2021,1
2021-01-13,Bond Fund,65946050835.36,615245873.11,107.1865,107.1865,107.1865,2021,1
2021-01-11,Umoja Fund,238043780308.63,351081240.24,678.0305,678.0305,671.2502,2021,1
2021-01-11,Wekeza Maisha Fund,1443945753.52,2713730.52,532.0889,532.0889,521.4471,2021,1
2021-01-11,Watoto Fund,3698108235.32,9105446.29,406.1424,406.1424,402.081,2021,1
2021-01-11,Jikimu Fund,17800011700.65,128987645.83,137.9978,137.9978,135.2378,2021,1
2021-01-11,Liquid Fund,156650444601.85,592057666.67,264.5865,264.5865,264.5865,2021,1
2021-01-11,Bond Fund,65671770518.34,613101938.55,107.114,107.114,107.114,2021,1
2021-01-08,Umoja Fund,237823822387.79,351073361.94,677.4192,677.4192,670.645,2021,1
2021-01-08,Wekeza Maisha Fund,1442779576.81,2713677.85,531.6694,531.6694,521.036,2021,1
2021-01-08,Watoto Fund,3693538714.12,9103369.37,405.7331,405.7331,401.6758,2021,1
2021-01-08,Jikimu Fund,17637467434.16,127932304.39,137.8656,137.8656,135.1083,2021,1
2021-01-08,Liquid Fund,155842077927.47,589591080.93,264.3223,264.3223,264.3223,2021,1
2021-01-08,Bond Fund,65481527407.6,611960488.59,107.0029,107.0029,107.0029,2021,1
2021-01-07,Umoja Fund,237687274034.76,351064349.02,677.0476,677.0476,670.2771,2021,1
2021-01-07,Wekeza Maisha Fund,1441400304.56,2711796.49,531.5297,531.5297,520.8991,2021,1
2021-01-07,Jikimu Fund,17619379961.91,127851686.57,137.8111,137.8111,135.0549,2021,1
2021-01-07,Liquid Fund,155635627618.78,589007523.38,264.2337,264.2337,264.2337,2021,1
2021-01-07,Bond Fund,64503109067.37,603018546.74,106.967,106.967,106.967,2021,1
2021-01-06,Umoja Fund,237638507850.36,351053539.11,676.9295,676.9295,670.1602,2021,1
2021-01-06,Wekeza Maisha Fund,1437841486.72,2705812.1,531.39,531.39,520.7622,2021,1
2021-01-06,Watoto Fund,3690783866.48,9102992.21,405.4473,405.4473,401.3929,2021,1
2021-01-06,Jikimu Fund,17612681350.79,127838619.92,137.7728,137.7728,135.0173,2021,1
2021-01-06,Liquid Fund,153922198660.02,582717029.6,264.1457,264.1457,264.1457,2021,1
2021-01-06,Bond Fund,64117181438.38,599627590.96,106.9283,106.9283,106.9283,2021,1
2021-01-05,Umoja Fund,237587473887.85,351039206.01,676.8118,676.8118,670.0437,2021,1
2021-01-05,Wekeza Maisha Fund,1437462425.13,2705812.1,531.2499,531.2499,520.6249,2021,1
2021-01-05,Watoto Fund,3690119674.97,9102303.81,405.405,405.405,401.351,2021,1
2021-01-05,Jikimu Fund,17608767435.56,127836768.5,137.7442,137.7442,134.9893,2021,1
2021-01-05,Liquid Fund,153694912194.54,582053708.66,264.0562,264.0562,264.0562,2021,1
2021-01-05,Bond Fund,63911023600.17,597909691.44,106.8908,106.8908,106.8908,2021,1
2021-01-04,Umoja Fund,237531665653.17,351149137.37,676.441,676.441,669.6766,2021,1
2021-01-04,Wekeza Maisha Fund,1433791988.79,2699542.38,531.1241,531.1241,520.5016,2021,1
2021-01-04,Watoto Fund,3692607088.14,9113127.71,405.1965,405.1965,401.1445,2021,1
2021-01-04,Jikimu Fund,17602660698.38,127846201.97,137.6862,137.6862,134.9325,2021,1
2021-01-04,Liquid Fund,152989588122.35,579583142.53,263.9649,263.9649,263.9649,2021,1
2021-01-04,Bond Fund,63496748480.56,594244339.94,106.8529,106.8529,106.8529,2021,1
2020-12-31,Umoja Fund,237355417114.08,351137780.87,675.9609,675.9609,669.2013,2020,12
2020-12-31,Wekeza Maisha Fund,1430985515.76,2697092.17,530.566,530.566,519.9547,2020,12
2020-12-31,Watoto Fund,3686050078.99,9105590.86,404.8117,404.8117,400.7636,2020,12
2020-12-31,Jikimu Fund,17964415714.37,127830510.94,140.5331,140.5331,137.7224,2020,12
2020-12-31,Liquid Fund,152620440938.39,578927529.78,263.6262,263.6262,263.6262,2020,12
2020-12-31,Bond Fund,63929897105.88,593583339.69,107.7016,107.7016,107.7016,2020,12
2020-12-30,Umoja Fund,237309570785.79,351132598.02,675.8403,675.8403,669.0819,2020,12
2020-12-30,Wekeza Maisha Fund,1424109796.56,2684837.83,530.4267,530.4267,519.8182,2020,12
2020-12-30,Watoto Fund,3684498955.74,9103923.88,404.7155,404.7155,400.6683,2020,12
2020-12-30,Jikimu Fund,17917531636.04,127531425.53,140.495,140.495,137.6851,2020,12
2020-12-30,Liquid Fund,143221092380.3,543446374.59,263.5423,263.5423,263.5423,2020,12
2020-12-30,Bond Fund,63728372890.07,591919777.94,107.6639,107.6639,107.6639,2020,12
2020-12-29,Umoja Fund,237283658615.95,351156543.68,675.7205,675.7205,668.9632,2020,12
2020-12-29,Wekeza Maisha Fund,1423398142.41,2684170.87,530.2934,530.2934,519.6875,2020,12
2020-12-29,Watoto Fund,3681452433.34,9098479.98,404.6228,404.6228,400.5766,2020,12
2020-12-29,Jikimu Fund,17912259346.47,127528541.3,140.4569,140.4569,137.6477,2020,12
2020-12-29,Liquid Fund,140000357561.01,531396026.59,263.4577,263.4577,263.4577,2020,12
2020-12-29,Bond Fund,63280434691.16,587953532.53,107.6283,107.6283,107.6283,2020,12
2020-12-28,Umoja Fund,237237782636.6,351151338.53,675.5998,675.5998,668.8438,2020,12
2020-12-28,Wekeza Maisha Fund,1422001643.36,2682232.31,530.156,530.156,519.5529,2020,12
2020-12-28,Watoto Fund,3680362018.32,9097921.3,404.5278,404.5278,400.4825,2020,12
2020-12-28,Jikimu Fund,17916813091.93,127595661.99,140.4187,140.4187,137.6103,2020,12
2020-12-28,Liquid Fund,139982264214.68,531508911.1,263.3677,263.3677,263.3677,2020,12
2020-12-28,Bond Fund,62945631708.95,585044927.55,107.5911,107.5911,107.5911,2020,12
2020-12-24,Umoja Fund,237107127663.39,351207833.84,675.1191,675.1191,668.3679,2020,12
2020-12-24,Wekeza Maisha Fund,1419807427.07,2680872.41,529.6065,529.6065,519.0144,2020,12
2020-12-24,Watoto Fund,3676859960.12,9097818.7,404.1474,404.1474,400.1059,2020,12
2020-12-24,Jikimu Fund,17905636450.2,127655066.13,140.2658,140.2658,137.4605,2020,12
2020-12-24,Liquid Fund,139684247390.46,531103433.83,263.0076,263.0076,263.0076,2020,12
2020-12-24,Bond Fund,62868363679.49,585140655.82,107.4415,107.4415,107.4415,2020,12
2020-12-23,Umoja Fund,237058949024.84,351198703.77,674.9995,674.9995,668.2495,2020,12
2020-12-23,Wekeza Maisha Fund,1417537075.06,2677279.39,529.4692,529.4692,518.8799,2020,12
2020-12-23,Watoto Fund,3675935015.61,9097648.02,404.0533,404.0533,400.0128,2020,12
2020-12-23,Jikimu Fund,17900144238.09,127650659.05,140.2276,140.2276,137.423,2020,12
2020-12-23,Liquid Fund,139305752489.11,529840339.63,262.9202,262.9202,262.9202,2020,12
2020-12-23,Bond Fund,62699654939.41,583773367.42,107.4041,107.4041,107.4041,2020,12
2020-12-22,Umoja Fund,237095109829.47,351173973.25,675.15,675.15,668.3985,2020,12
2020-12-22,Wekeza Maisha Fund,1416668567.54,2676334.8,529.3316,529.3316,518.745,2020,12
2020-12-22,Watoto Fund,3678091229.14,9097658.63,404.2899,404.2899,400.247,2020,12
2020-12-22,Jikimu Fund,17919101704.54,127759782.76,140.2562,140.2562,137.4511,2020,12
2020-12-22,Liquid Fund,139361841411.73,530233080.51,262.8313,262.8313,262.8313,2020,12
2020-12-22,Bond Fund,62576654840.3,582831426.05,107.3666,107.3666,107.3666,2020,12
2020-12-21,Umoja Fund,237040663080.53,351153440.97,675.0344,675.0344,668.2841,2020,12
2020-12-21,Wekeza Maisha Fund,1416300482.3,2676334.8,529.1941,529.1941,518.6102,2020,12
2020-12-21,Watoto Fund,3676210068.13,9095142.52,404.1949,404.1949,400.1529,2020,12
2020-12-21,Jikimu Fund,17912014420.49,127743215.8,140.2189,140.2189,137.4145,2020,12
2020-12-21,Liquid Fund,139003452849.28,529046781.19,262.7432,262.7432,262.7432,2020,12
2020-12-21,Bond Fund,62302596843.68,580474918.48,107.3304,107.3304,107.3304,2020,12
2020-12-20,Umoja Fund,237040663080.53,351153440.97,675.0344,675.0344,668.2841,2020,12
2020-12-20,Watoto Fund,3676210068.13,9095142.52,404.1949,404.1949,400.1529,2020,12
2020-12-20,Jikimu Fund,17912014420.49,127743215.8,140.2189,140.2189,137.4145,2020,12
2020-12-20,Bond Fund,62302596843.68,580474918.48,107.3304,107.3304,107.3304,2020,12
2020-12-18,Umoja Fund,236947883914.52,351202458.33,674.676,674.676,667.9293,2020,12
2020-12-18,Wekeza Maisha Fund,1415617975.37,2677136.23,528.7807,528.7807,518.2051,2020,12
2020-12-18,Watoto Fund,3674630483.9,9097656.58,403.9096,403.9096,399.8705,2020,12
2020-12-18,Jikimu Fund,17897811726.97,127745826.4,140.1049,140.1049,137.3028,2020,12
2020-12-18,Liquid Fund,138713638459.49,528485401.33,262.4739,262.4739,262.4739,2020,12
2020-12-18,Bond Fund,62199693831.2,580122559.2,107.2182,107.2182,107.2182,2020,12
2020-12-16,Umoja Fund,236903706982.8,351196157.76,674.5624,674.5624,667.8167,2020,12
2020-12-16,Wekeza Maisha Fund,1415302641.22,2677236.23,528.6432,528.6432,518.0703,2020,12
2020-12-16,Watoto Fund,3673353380.77,9096634.4,403.8146,403.8146,399.7764,2020,12
2020-12-16,Jikimu Fund,17904685750.88,127829701.46,140.0667,140.0667,137.2654,2020,12
2020-12-16,Liquid Fund,138268754149.2,526971583.33,262.3837,262.3837,262.3837,2020,12
2020-12-16,Bond Fund,62059229623.87,579004257.64,107.1827,107.1827,107.1827,2020,12
2020-12-15,Umoja Fund,236863986949.28,351198055.37,674.4456,674.4456,667.7012,2020,12
2020-12-15,Wekeza Maisha Fund,1414834462.42,2677046.97,528.5057,528.5057,517.9355,2020,12
2020-12-15,Watoto Fund,3672027792.7,9095489.88,403.7196,403.7196,399.6824,2020,12
2020-12-15,Jikimu Fund,17899191969.48,127825273.36,140.0286,140.0286,137.228,2020,12
2020-12-15,Liquid Fund,138759596396.28,529012228.92,262.2994,262.2994,262.2994,2020,12
2020-12-15,Bond Fund,61449417201.4,573508688.24,107.1464,107.1464,107.1464,2020,12
2020-12-14,Umoja Fund,237014746662.11,351870244.35,673.5856,673.5856,666.8498,2020,12
2020-12-14,Wekeza Maisha Fund,1414480064.08,2677073.11,528.3681,528.3681,517.8007,2020,12
2020-12-14,Watoto Fund,3673761356.35,9101921.57,403.6248,403.6248,399.5886,2020,12
2020-12-14,Jikimu Fund,17923998584.73,128037651.8,139.9901,139.9901,137.1903,2020,12
2020-12-14,Liquid Fund,158232044870.24,604423769.03,261.7899,261.7899,261.7899,2020,12
2020-12-14,Bond Fund,61073614857.63,570196908.5,107.1097,107.1097,107.1097,2020,12
2020-12-13,Umoja Fund,236909580522.82,351857774.62,673.3106,673.3106,666.5775,2020,12
2020-12-13,Wekeza Maisha Fund,1414111828.94,2677073.11,528.2306,528.2306,517.6659,2020,12
2020-12-13,Watoto Fund,3671783554.23,9099604.41,403.5102,403.5102,399.4751,2020,12
2020-12-13,Jikimu Fund,17917032649.82,128021644.02,139.9532,139.9532,137.1541,2020,12
2020-12-13,Liquid Fund,159811821379.36,610662831.07,261.7022,261.7022,261.7022,2020,12
2020-12-13,Bond Fund,60938563451.07,569130561.31,107.0731,107.0731,107.0731,2020,12
2020-12-10,Umoja Fund,236780716800.61,351850070.56,672.9591,672.9591,666.2295,2020,12
2020-12-10,Wekeza Maisha Fund,1412189961.5,2675538.26,527.8153,527.8153,517.259,2020,12
2020-12-10,Watoto Fund,3668120644.94,9096942.49,403.2257,403.2257,399.1934,2020,12
2020-12-10,Jikimu Fund,17900696997.13,128009450.85,139.8389,139.8389,137.0421,2020,12
2020-12-10,Liquid Fund,159480612773.85,610001071.53,261.4432,261.4432,261.4432,2020,12
2020-12-10,Bond Fund,60547676415.47,566062953.35,106.9628,106.9628,106.9628,2020,12
2020-12-09,Umoja Fund,236644799733.35,351840146.26,672.5918,672.5918,665.8659,2020,12
2020-12-09,Wekeza Maisha Fund,1411799340.88,2675500.36,527.6768,527.6768,517.1232,2020,12
2020-12-09,Watoto Fund,3661371837.55,9085032.16,403.0114,403.0114,398.9813,2020,12
2020-12-09,Jikimu Fund,17891694634.61,127999256.24,139.7797,139.7797,136.9841,2020,12
2020-12-09,Liquid Fund,159308270152.8,609542785.2,261.357,261.357,261.357,2020,12
2020-12-09,Bond Fund,60335725196.42,564276201.97,106.9259,106.9259,106.9259,2020,12
2020-12-07,Umoja Fund,236556447677.47,351830454.38,672.3592,672.3592,665.6356,2020,12
2020-12-07,Wekeza Maisha Fund,1410700996.28,2674823.35,527.3997,527.3997,516.8517,2020,12
2020-12-07,Watoto Fund,3657891663.24,9080638.13,402.8232,402.8232,398.795,2020,12
2020-12-07,Jikimu Fund,17874297559.29,127945283.66,139.7027,139.7027,136.9086,2020,12
2020-12-07,Liquid Fund,158601969182.01,607239421.65,261.1852,261.1852,261.1852,2020,12
2020-12-07,Bond Fund,60124232098.83,562687924.92,106.8518,106.8518,106.8518,2020,12
2020-12-06,Umoja Fund,236619213331.03,351985437.26,672.2415,672.2415,665.5191,2020,12
2020-12-06,Wekeza Maisha Fund,1424454155.06,2701652.44,527.2529,527.2529,516.7079,2020,12
2020-12-06,Watoto Fund,3664126036.48,9098300.94,402.7264,402.7264,398.6991,2020,12
2020-12-06,Jikimu Fund,17855975886.84,127849152.74,139.6644,139.6644,136.8711,2020,12
2020-12-06,Liquid Fund,158454662022.76,606876191.36,261.0988,261.0988,261.0988,2020,12
2020-12-06,Bond Fund,59887291213.47,560666271.56,106.8145,106.8145,106.8145,2020,12
2020-12-03,Umoja Fund,236489590229.17,351976685.06,671.8899,671.8899,665.171,2020,12
2020-12-03,Wekeza Maisha Fund,1423319733.81,2701604.96,526.8423,526.8423,516.3054,2020,12
2020-12-03,Watoto Fund,3661120458.31,9097228.54,402.4435,402.4435,398.4191,2020,12
2020-12-03,Jikimu Fund,17833136010.62,127788801.02,139.5516,139.5516,136.7606,2020,12
2020-12-03,Liquid Fund,160194896821.6,614154380.08,260.8382,260.8382,260.8382,2020,12
2020-12-03,Bond Fund,59855133214.26,560953783.73,106.7024,106.7024,106.7024,2020,12
2020-12-02,Umoja Fund,236235829283.02,351969151.92,671.1833,671.1833,664.4715,2020,12
2020-12-02,Wekeza Maisha Fund,1420893774.03,2700588.12,526.1423,526.1423,515.6195,2020,12
2020-12-02,Watoto Fund,3656569354.81,9095972.2,401.9987,401.9987,397.9788,2020,12
2020-12-02,Jikimu Fund,17815117651.53,127773739.39,139.4271,139.4271,136.6385,2020,12
2020-12-02,Liquid Fund,160191111817.17,614341924.79,260.7524,260.7524,260.7524,2020,12
2020-12-02,Bond Fund,59474241651.79,557576699.76,106.6656,106.6656,106.6656,2020,12
2020-12-01,Umoja Fund,236184082039.78,351954714.37,671.0638,671.0638,664.3532,2020,12
2020-12-01,Wekeza Maisha Fund,1419512611.67,2698667.98,526.0049,526.0049,515.4848,2020,12
2020-12-01,Watoto Fund,3655413817.85,9095240.6,401.904,401.904,397.885,2020,12
2020-12-01,Jikimu Fund,17808065515.95,127758174.32,139.3889,139.3889,136.6011,2020,12
2020-12-01,Liquid Fund,160030233306.3,613926642.28,260.6667,260.6667,260.6667,2020,12
2020-12-01,Bond Fund,59087995870.31,554150283.28,106.6281,106.6281,106.6281,2020,12
2020-11-30,Umoja Fund,236160906037.44,351981991.0,670.946,670.946,664.2365,2020,11
2020-11-30,Wekeza Maisha Fund,1418636354.71,2697707.42,525.8674,525.8674,515.35,2020,11
2020-11-30,Watoto Fund,3649205136.91,9081930.7,401.8094,401.8094,397.7913,2020,11
2020-11-30,Jikimu Fund,17775915910.75,127562498.61,139.3506,139.3506,136.5636,2020,11
2020-11-30,Liquid Fund,160104745748.31,614414662.66,260.5809,260.5809,260.5809,2020,11
2020-11-30,Bond Fund,58821794080.75,551848772.61,106.5904,106.5904,106.5904,2020,11
2020-11-29,Umoja Fund,236171172209.04,352059032.97,670.8283,670.8283,664.12,2020,11
2020-11-29,Wekeza Maisha Fund,1422109560.87,2705005.75,525.7325,525.7325,515.2179,2020,11
2020-11-29,Watoto Fund,3648466083.05,9082201.33,401.7161,401.7161,397.6989,2020,11
2020-11-29,Jikimu Fund,17841244489.38,128068057.79,139.3107,139.3107,136.5244,2020,11
2020-11-29,Liquid Fund,159606690548.82,612704613.29,260.4953,260.4953,260.4953,2020,11
2020-11-29,Bond Fund,59245551262.99,550853654.61,107.5523,107.5523,107.5523,2020,11
2020-11-26,Umoja Fund,236017457137.48,352014526.91,670.4765,670.4765,663.7717,2020,11
2020-11-26,Wekeza Maisha Fund,1418507138.28,2700261.3,525.3222,525.3222,514.8157,2020,11
2020-11-26,Watoto Fund,3640196894.23,9068027.69,401.432,401.432,397.4177,2020,11
2020-11-26,Jikimu Fund,17822912995.25,128041367.54,139.1965,139.1965,136.4126,2020,11
2020-11-26,Liquid Fund,159342292584.51,612294880.48,260.2378,260.2378,260.2378,2020,11
2020-11-26,Bond Fund,58785366559.31,547150743.19,107.4391,107.4391,107.4391,2020,11
2020-11-25,Umoja Fund,235975127875.17,352013005.3,670.3591,670.3591,663.6555,2020,11
2020-11-25,Wekeza Maisha Fund,1418136823.13,2700261.3,525.185,525.185,514.6813,2020,11
2020-11-25,Watoto Fund,3637736132.84,9064041.02,401.3371,401.3371,397.3238,2020,11
2020-11-25,Jikimu Fund,17816009856.9,128026779.86,139.1585,139.1585,136.3753,2020,11
2020-11-25,Liquid Fund,158598006841.57,609635656.64,260.1521,260.1521,260.1521,2020,11
2020-11-25,Bond Fund,58641221504.25,546002380.51,107.401,107.401,107.401,2020,11
