Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Date Valued
Bond Fund,276534350359.4,2432788706.0,113.6697,113.6697,113.6697,2022-10-05
Bond Fund,274326752566.04,2414020362.0,113.639,113.639,113.639,2022-10-04
Bond Fund,272776440846.26,2401108753.0,113.6044,113.6044,113.6044,2022-10-03
Bond Fund,275003962961.48,2401861586.0,114.4962,114.4962,114.4962,2022-09-30
Bond Fund,274477833955.3,2397952613.0,114.4634,114.4634,114.4634,2022-09-29
Bond Fund,273784277705.85,2392562035.0,114.4314,114.4314,114.4314,2022-09-28
Bond Fund,273412903926.73,2389960666.0,114.4006,114.4006,114.4006,2022-09-27
Bond Fund,271537849038.2,2379720285.0,114.1049,114.1049,114.1049,2022-09-26
Bond Fund,264071115883.27,2316138471.0,114.0135,114.0135,114.0135,2022-09-23
Bond Fund,263614140628.45,2312767340.0,113.9821,113.9821,113.9821,2022-09-22
Bond Fund,262988782557.89,2307918410.0,113.9506,113.9506,113.9506,2022-09-21
Bond Fund,262149954051.6,2301192534.0,113.9192,113.9192,113.9192,2022-09-20
Bond Fund,261711469435.32,2297975212.0,113.8879,113.8879,113.8879,2022-09-19
Bond Fund,260889728885.02,2292653834.0,113.7938,113.7938,113.7938,2022-09-16
Bond Fund,260145757263.6,2286757818.0,113.7618,113.7618,113.7618,2022-09-15
Bond Fund,259212278667.79,2279183523.0,113.7303,113.7303,113.7303,2022-09-14
Bond Fund,258689306600.84,2275216641.0,113.6988,113.6988,113.6988,2022-09-13
Bond Fund,257710996972.53,2267241566.0,113.6672,113.6672,113.6672,2022-09-12
Bond Fund,256973836518.45,2262648493.0,113.5721,113.5721,113.5721,2022-09-09
Bond Fund,256098499719.61,2255572844.0,113.5403,113.5403,113.5403,2022-09-08
