Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Date Valued
Umoja Fund,224266336475.02,389573357.95,575.6716,575.6716,569.9149,2018-09-19
Umoja Fund,224252582052.84,389569156.1,575.6425,575.6425,569.8861,2018-09-18
Umoja Fund,224322526706.72,389723788.05,575.5936,575.5936,569.8377,2018-09-17
Umoja Fund,224249093853.76,389723788.05,575.4052,575.4052,569.6511,2018-09-14
Umoja Fund,224467832564.02,389604974.39,576.1421,576.1421,570.3807,2018-09-13
Umoja Fund,224438954199.94,389586382.95,576.0955,576.0955,570.3345,2018-09-12
Umoja Fund,224463807272.19,389642265.78,576.0766,576.0766,570.3159,2018-09-11
Umoja Fund,229353742516.14,389687350.22,588.5583,588.5583,582.6728,2018-09-10
Umoja Fund,229266491737.41,389679084.07,588.3469,588.3469,582.4635,2018-09-07
Umoja Fund,229238407701.4,389670135.5,588.2884,588.2884,582.4055,2018-09-06
Umoja Fund,229394462591.56,389664329.05,588.6976,588.6976,582.8106,2018-09-05
Umoja Fund,229370654862.33,389653613.52,588.6527,588.6527,582.7662,2018-09-04
Umoja Fund,229776921400.33,390384221.83,588.5917,588.5917,582.7058,2018-09-03
Umoja Fund,229329991958.26,390392915.09,587.4338,587.4338,581.5595,2018-08-31
Umoja Fund,229297528779.72,390374807.01,587.3779,587.3779,581.5041,2018-08-30
Umoja Fund,229239938291.31,390339443.02,587.283,587.283,581.4107,2018-08-29
Umoja Fund,229199769239.3,390323517.25,587.2046,587.2046,581.3326,2018-08-28
Umoja Fund,229365446573.14,390644901.16,587.1456,587.1456,581.2742,2018-08-27
Umoja Fund,229254541343.62,390644901.16,586.8617,586.8617,580.9931,2018-08-24
Umoja Fund,229216597407.55,390619285.85,586.8031,586.8031,580.935,2018-08-23
Umoja Fund,229166203626.43,390611649.81,586.6855,586.6855,580.8187,2018-08-21
Umoja Fund,229359224118.04,390977922.59,586.6296,586.6296,580.7633,2018-08-20
Umoja Fund,229291249984.92,391001912.76,586.4198,586.4198,580.5556,2018-08-17
Umoja Fund,231099729117.4,390995435.96,591.0548,591.0548,585.1443,2018-08-16
Umoja Fund,231058112917.78,390989740.46,590.957,590.957,585.0474,2018-08-15
Umoja Fund,231006214762.25,390955796.84,590.8755,590.8755,584.9668,2018-08-14
Umoja Fund,231059957965.21,391092264.26,590.8068,590.8068,584.8987,2018-08-13
Umoja Fund,230997817248.85,391055735.44,590.7031,590.7031,584.796,2018-08-10
Umoja Fund,230931469995.4,391040739.3,590.556,590.556,584.6505,2018-08-09
Umoja Fund,230875144275.18,391100748.62,590.3214,590.3214,584.4182,2018-08-07
Umoja Fund,230962596329.95,391318428.19,590.2165,590.2165,584.3143,2018-08-06
Umoja Fund,230833113352.53,391318428.19,589.8856,589.8856,583.9868,2018-08-03
Umoja Fund,230719670736.7,391203324.89,589.7692,589.7692,583.8715,2018-08-02
Umoja Fund,230662368943.54,391185495.3,589.6496,589.6496,583.7531,2018-08-01
Umoja Fund,230608699493.33,391092071.5,589.5367,589.5367,583.6413,2018-07-31
Umoja Fund,230498034193.82,391058955.78,589.4202,589.4202,583.526,2018-07-30
Umoja Fund,230421953281.83,391161969.13,589.0704,589.0704,583.1797,2018-07-27
Umoja Fund,230367514661.25,391146912.11,588.9539,588.9539,583.0644,2018-07-26
Umoja Fund,230310686062.48,391127804.96,588.8374,588.8374,582.949,2018-07-25
Umoja Fund,230259543046.18,391117951.41,588.7215,588.7215,582.8343,2018-07-24
Umoja Fund,230199508720.78,391093147.01,588.6053,588.6053,582.7193,2018-07-23
Umoja Fund,230163716284.31,391274731.14,588.2407,588.2407,582.3583,2018-07-20
Umoja Fund,230178314602.07,391376801.03,588.1246,588.1246,582.2433,2018-07-19
Umoja Fund,230126629258.29,391365607.56,588.0093,588.0093,582.1292,2018-07-18
